msg,before,after
b'1\r\n',1582883187.8396044,1582883188.862561
b'0\r\n',1582883188.862561,1582883189.8929658
b'1\r\n',1582883189.8929658,1582883190.8683028
b'0\r\n',1582883190.8683028,1582883191.8956344
b'1\r\n',1582883191.8956344,1582883192.8749292
b'0\r\n',1582883192.8749292,1582883193.9035592
b'1\r\n',1582883193.9035592,1582883194.873546
b'0\r\n',1582883194.873546,1582883195.912818
b'1\r\n',1582883195.912818,1582883196.889544
b'0\r\n',1582883196.889544,1582883197.9250598
b'1\r\n',1582883197.9250598,1582883198.94705
b'0\r\n',1582883198.94705,1582883199.934459
b'1\r\n',1582883199.934459,1582883200.970742
b'0\r\n',1582883200.970742,1582883201.935595
b'1\r\n',1582883201.935595,1582883202.9623802
b'0\r\n',1582883202.9623802,1582883203.949983
b'1\r\n',1582883203.949983,1582883204.9786174
b'0\r\n',1582883204.9786174,1582883205.949434
b'1\r\n',1582883205.949434,1582883206.979731
b'0\r\n',1582883206.979731,1582883208.0046573
b'1\r\n',1582883208.0046573,1582883209.0005383
b'0\r\n',1582883209.0005383,1582883210.0242636
b'1\r\n',1582883210.0242636,1582883210.9919777
b'0\r\n',1582883210.9919777,1582883212.018538
b'1\r\n',1582883212.018538,1582883213.00248
b'0\r\n',1582883213.00248,1582883214.0307462
b'1\r\n',1582883214.0307462,1582883215.0665395
b'0\r\n',1582883215.0665395,1582883216.0318055
b'1\r\n',1582883216.0318055,1582883217.0695658
b'0\r\n',1582883217.0695658,1582883218.0972118
b'1\r\n',1582883218.0972118,1582883219.0743394
b'0\r\n',1582883219.0743394,1582883220.1094122
b'1\r\n',1582883220.1094122,1582883221.087584
b'0\r\n',1582883221.087584,1582883222.1214879
b'1\r\n',1582883222.1214879,1582883223.0927434
b'0\r\n',1582883223.0927434,1582883224.1284404
b'1\r\n',1582883224.1284404,1582883225.1104667
b'0\r\n',1582883225.1104667,1582883226.1205165
b'1\r\n',1582883226.1205165,1582883227.104664
b'0\r\n',1582883227.104664,1582883228.14148
b'1\r\n',1582883228.14148,1582883229.1053653
b'0\r\n',1582883229.1053653,1582883230.1382525
b'1\r\n',1582883230.1382525,1582883231.1693926
b'0\r\n',1582883231.1693926,1582883232.148134
b'1\r\n',1582883232.148134,1582883233.1786134
b'0\r\n',1582883233.1786134,1582883234.1535518
b'1\r\n',1582883234.1535518,1582883235.1871743
b'0\r\n',1582883235.1871743,1582883236.1630645
b'1\r\n',1582883236.1630645,1582883237.1948376
b'0\r\n',1582883237.1948376,1582883238.2113402
b'1\r\n',1582883238.2113402,1582883239.2023237
b'0\r\n',1582883239.2023237,1582883240.232399
b'1\r\n',1582883240.232399,1582883241.2536793
b'0\r\n',1582883241.2536793,1582883242.2431557
b'1\r\n',1582883242.2431557,1582883243.257282
b'0\r\n',1582883243.257282,1582883244.2496192
b'1\r\n',1582883244.2496192,1582883245.2734537
b'0\r\n',1582883245.2734537,1582883246.3044844
b'1\r\n',1582883246.3044844,1582883247.2788599
b'0\r\n',1582883247.2788599,1582883248.3007286
b'1\r\n',1582883248.3007286,1582883249.2852714
b'0\r\n',1582883249.2852714,1582883250.3170562
b'1\r\n',1582883250.3170562,1582883251.2974374
b'0\r\n',1582883251.2974374,1582883252.3296018
b'1\r\n',1582883252.3296018,1582883253.2979221
b'0\r\n',1582883253.2979221,1582883254.3289518
b'1\r\n',1582883254.3289518,1582883255.353771
b'0\r\n',1582883255.353771,1582883256.3361683
b'1\r\n',1582883256.3361683,1582883257.3710656
b'0\r\n',1582883257.3710656,1582883258.398569
b'1\r\n',1582883258.398569,1582883259.3751183
b'0\r\n',1582883259.3751183,1582883260.4044964
b'1\r\n',1582883260.4044964,1582883261.3867478
b'0\r\n',1582883261.3867478,1582883262.4033482
b'1\r\n',1582883262.4033482,1582883263.4282334
b'0\r\n',1582883263.4282334,1582883264.4152176
b'1\r\n',1582883264.4152176,1582883265.439194
b'0\r\n',1582883265.439194,1582883266.4283328
b'1\r\n',1582883266.4283328,1582883267.451762
b'0\r\n',1582883267.451762,1582883268.4260805
b'1\r\n',1582883268.4260805,1582883269.4625757
b'0\r\n',1582883269.4625757,1582883270.490472
b'1\r\n',1582883270.490472,1582883271.4663153
b'0\r\n',1582883271.4663153,1582883272.4914472
b'1\r\n',1582883272.4914472,1582883273.479989
b'0\r\n',1582883273.479989,1582883274.5072513
b'1\r\n',1582883274.5072513,1582883275.530485
b'0\r\n',1582883275.530485,1582883276.5028977
b'1\r\n',1582883276.5028977,1582883277.4850504
b'0\r\n',1582883277.4850504,1582883278.5217662
b'1\r\n',1582883278.5217662,1582883279.5496082
b'0\r\n',1582883279.5496082,1582883280.5264862
b'1\r\n',1582883280.5264862,1582883281.553855
b'0\r\n',1582883281.553855,1582883282.5407853
b'1\r\n',1582883282.5407853,1582883283.5643163
b'0\r\n',1582883283.5643163,1582883284.5944016
b'1\r\n',1582883284.5944016,1582883285.578468
b'0\r\n',1582883285.578468,1582883286.6076744
b'1\r\n',1582883286.6076744,1582883287.5874074
b'0\r\n',1582883287.5874074,1582883288.6010077
b'1\r\n',1582883288.6010077,1582883289.6299584
b'0\r\n',1582883289.6299584,1582883290.6256678
b'1\r\n',1582883290.6256678,1582883291.6522985
b'0\r\n',1582883291.6522985,1582883292.6691813
b'1\r\n',1582883292.6691813,1582883293.6563256
b'0\r\n',1582883293.6563256,1582883294.62783
b'1\r\n',1582883294.62783,1582883295.6512759
b'0\r\n',1582883295.6512759,1582883296.687449
b'1\r\n',1582883296.687449,1582883297.674465
b'0\r\n',1582883297.674465,1582883298.6899667
b'1\r\n',1582883298.6899667,1582883299.6702046
b'0\r\n',1582883299.6702046,1582883300.697696
b'1\r\n',1582883300.697696,1582883301.7327106
b'0\r\n',1582883301.7327106,1582883302.6999724
b'1\r\n',1582883302.6999724,1582883303.736998
b'0\r\n',1582883303.736998,1582883304.7206128
b'1\r\n',1582883304.7206128,1582883305.7446272
b'0\r\n',1582883305.7446272,1582883306.7325501
b'1\r\n',1582883306.7325501,1582883307.74283
b'0\r\n',1582883307.74283,1582883308.78012
b'1\r\n',1582883308.78012,1582883309.7603135
b'0\r\n',1582883309.7603135,1582883310.7803574
b'1\r\n',1582883310.7803574,1582883311.7714674
b'0\r\n',1582883311.7714674,1582883312.798767
b'1\r\n',1582883312.798767,1582883313.8296912
b'0\r\n',1582883313.8296912,1582883314.799242
b'1\r\n',1582883314.799242,1582883315.8350701
b'0\r\n',1582883315.8350701,1582883316.8145475
b'1\r\n',1582883316.8145475,1582883317.8400471
b'0\r\n',1582883317.8400471,1582883318.8120315
b'1\r\n',1582883318.8120315,1582883319.8428555
b'0\r\n',1582883319.8428555,1582883320.879334
b'1\r\n',1582883320.879334,1582883321.8577363
b'0\r\n',1582883321.8577363,1582883322.8901534
b'1\r\n',1582883322.8901534,1582883323.8607166
b'0\r\n',1582883323.8607166,1582883324.8823237
b'1\r\n',1582883324.8823237,1582883325.8725452
b'0\r\n',1582883325.8725452,1582883326.9037864
b'1\r\n',1582883326.9037864,1582883327.875951
b'0\r\n',1582883327.875951,1582883328.92155
b'1\r\n',1582883328.92155,1582883329.9338505
b'0\r\n',1582883329.9338505,1582883330.924639
b'1\r\n',1582883330.924639,1582883331.9366748
b'0\r\n',1582883331.9366748,1582883332.9273381
b'1\r\n',1582883332.9273381,1582883333.9615602
b'0\r\n',1582883333.9615602,1582883334.94363
b'1\r\n',1582883334.94363,1582883335.9567623
b'0\r\n',1582883335.9567623,1582883336.9944544
b'1\r\n',1582883336.9944544,1582883337.9670296
b'0\r\n',1582883337.9670296,1582883339.0065606
b'1\r\n',1582883339.0065606,1582883339.9866002
b'0\r\n',1582883339.9866002,1582883341.0185258
b'1\r\n',1582883341.0185258,1582883341.9885798
b'0\r\n',1582883341.9885798,1582883343.017013
b'1\r\n',1582883343.017013,1582883344.0409393
b'0\r\n',1582883344.0409393,1582883345.0674639
b'1\r\n',1582883345.0674639,1582883346.0398817
b'0\r\n',1582883346.0398817,1582883347.0242534
b'1\r\n',1582883347.0242534,1582883348.0505204
b'0\r\n',1582883348.0505204,1582883349.080655
b'1\r\n',1582883349.080655,1582883350.0575807
b'0\r\n',1582883350.0575807,1582883351.0858586
b'1\r\n',1582883351.0858586,1582883352.1114123
b'0\r\n',1582883352.1114123,1582883353.0912535
b'1\r\n',1582883353.0912535,1582883354.1175869
b'0\r\n',1582883354.1175869,1582883355.1606462
b'1\r\n',1582883355.1606462,1582883356.133681
b'0\r\n',1582883356.133681,1582883357.1572843
b'1\r\n',1582883357.1572843,1582883358.146566
b'0\r\n',1582883358.146566,1582883359.1665342
b'1\r\n',1582883359.1665342,1582883360.1517766
b'0\r\n',1582883360.1517766,1582883361.1846302
b'1\r\n',1582883361.1846302,1582883362.1513782
b'0\r\n',1582883362.1513782,1582883363.180922
b'1\r\n',1582883363.180922,1582883364.2101724
b'0\r\n',1582883364.2101724,1582883365.246005
b'1\r\n',1582883365.246005,1582883366.2264829
b'0\r\n',1582883366.2264829,1582883367.255775
b'1\r\n',1582883367.255775,1582883368.232682
b'0\r\n',1582883368.232682,1582883369.2533197
b'1\r\n',1582883369.2533197,1582883370.2455816
b'0\r\n',1582883370.2455816,1582883371.2562284
b'1\r\n',1582883371.2562284,1582883372.2495818
b'0\r\n',1582883372.2495818,1582883373.2722607
b'1\r\n',1582883373.2722607,1582883374.3029394
b'0\r\n',1582883374.3029394,1582883375.2724748
b'1\r\n',1582883375.2724748,1582883376.3106115
b'0\r\n',1582883376.3106115,1582883377.3402977
b'1\r\n',1582883377.3402977,1582883378.3164468
b'0\r\n',1582883378.3164468,1582883379.348222
b'1\r\n',1582883379.348222,1582883380.3248897
b'0\r\n',1582883380.3248897,1582883381.3518376
b'1\r\n',1582883381.3518376,1582883382.3276837
b'0\r\n',1582883382.3276837,1582883383.3632782
b'1\r\n',1582883383.3632782,1582883384.3836927
b'0\r\n',1582883384.3836927,1582883385.3697443
b'1\r\n',1582883385.3697443,1582883386.4032228
b'0\r\n',1582883386.4032228,1582883387.3772056
b'1\r\n',1582883387.3772056,1582883388.3957033
b'0\r\n',1582883388.3957033,1582883389.375517
b'1\r\n',1582883389.375517,1582883390.4075072
b'0\r\n',1582883390.4075072,1582883391.4341352
b'1\r\n',1582883391.4341352,1582883392.4147468
b'0\r\n',1582883392.4147468,1582883393.4373906
b'1\r\n',1582883393.4373906,1582883394.42237
b'0\r\n',1582883394.42237,1582883395.4603875
b'1\r\n',1582883395.4603875,1582883396.4739974
b'0\r\n',1582883396.4739974,1582883397.462222
b'1\r\n',1582883397.462222,1582883398.4898758
b'0\r\n',1582883398.4898758,1582883399.5089433
b'1\r\n',1582883399.5089433,1582883400.4942567
b'0\r\n',1582883400.4942567,1582883401.5250368
b'1\r\n',1582883401.5250368,1582883402.5092764
b'0\r\n',1582883402.5092764,1582883403.4784513
b'1\r\n',1582883403.4784513,1582883404.5185325
b'0\r\n',1582883404.5185325,1582883405.5467126
b'1\r\n',1582883405.5467126,1582883406.5142007
b'0\r\n',1582883406.5142007,1582883407.5497422
b'1\r\n',1582883407.5497422,1582883408.5221655
b'0\r\n',1582883408.5221655,1582883409.5522377
b'1\r\n',1582883409.5522377,1582883410.585539
b'0\r\n',1582883410.585539,1582883411.5607083
b'1\r\n',1582883411.5607083,1582883412.5780485
b'0\r\n',1582883412.5780485,1582883413.5611858
b'1\r\n',1582883413.5611858,1582883414.6014316
b'0\r\n',1582883414.6014316,1582883415.6202018
b'1\r\n',1582883415.6202018,1582883416.5965257
b'0\r\n',1582883416.5965257,1582883417.6275089
b'1\r\n',1582883417.6275089,1582883418.6133814
b'0\r\n',1582883418.6133814,1582883419.6397972
b'1\r\n',1582883419.6397972,1582883420.629624
b'0\r\n',1582883420.629624,1582883421.6506248
b'1\r\n',1582883421.6506248,1582883422.676392
b'0\r\n',1582883422.676392,1582883423.6571405
b'1\r\n',1582883423.6571405,1582883424.6855857
b'0\r\n',1582883424.6855857,1582883425.663076
b'1\r\n',1582883425.663076,1582883426.68783
b'0\r\n',1582883426.68783,1582883427.676877
b'1\r\n',1582883427.676877,1582883428.701705
b'0\r\n',1582883428.701705,1582883429.7277253
b'1\r\n',1582883429.7277253,1582883430.7155964
b'0\r\n',1582883430.7155964,1582883431.7396646
b'1\r\n',1582883431.7396646,1582883432.71421
b'0\r\n',1582883432.71421,1582883433.7445493
b'1\r\n',1582883433.7445493,1582883434.775283
b'0\r\n',1582883434.775283,1582883435.7586765
b'1\r\n',1582883435.7586765,1582883436.7846315
b'0\r\n',1582883436.7846315,1582883437.756261
b'1\r\n',1582883437.756261,1582883438.787639
b'0\r\n',1582883438.787639,1582883439.7616205
b'1\r\n',1582883439.7616205,1582883440.793752
b'0\r\n',1582883440.793752,1582883441.8182464
b'1\r\n',1582883441.8182464,1582883442.7900093
b'0\r\n',1582883442.7900093,1582883443.8258421
b'1\r\n',1582883443.8258421,1582883444.812054
b'0\r\n',1582883444.812054,1582883445.8299632
b'1\r\n',1582883445.8299632,1582883446.8127074
b'0\r\n',1582883446.8127074,1582883447.827796
b'1\r\n',1582883447.827796,1582883448.812576
b'0\r\n',1582883448.812576,1582883449.842936
b'1\r\n',1582883449.842936,1582883450.8768296
b'0\r\n',1582883450.8768296,1582883451.8454843
b'1\r\n',1582883451.8454843,1582883452.8767073
b'0\r\n',1582883452.8767073,1582883453.915929
b'1\r\n',1582883453.915929,1582883454.887361
b'0\r\n',1582883454.887361,1582883455.9135418
b'1\r\n',1582883455.9135418,1582883456.9028757
b'0\r\n',1582883456.9028757,1582883457.9285734
b'1\r\n',1582883457.9285734,1582883458.9455578
b'0\r\n',1582883458.9455578,1582883459.9421086
b'1\r\n',1582883459.9421086,1582883460.9495127
b'0\r\n',1582883460.9495127,1582883461.924546
b'1\r\n',1582883461.924546,1582883462.9669557
b'0\r\n',1582883462.9669557,1582883463.9332876
b'1\r\n',1582883463.9332876,1582883464.9754272
b'0\r\n',1582883464.9754272,1582883465.9928699
b'1\r\n',1582883465.9928699,1582883466.978359
b'0\r\n',1582883466.978359,1582883468.0006793
b'1\r\n',1582883468.0006793,1582883468.9926565
b'0\r\n',1582883468.9926565,1582883470.0206597
b'1\r\n',1582883470.0206597,1582883471.0378146
b'0\r\n',1582883471.0378146,1582883472.027736
b'1\r\n',1582883472.027736,1582883473.0410976
b'0\r\n',1582883473.0410976,1582883474.0262923
b'1\r\n',1582883474.0262923,1582883475.0616314
b'0\r\n',1582883475.0616314,1582883476.0816915
b'1\r\n',1582883476.0816915,1582883477.0627496
b'0\r\n',1582883477.0627496,1582883478.096471
b'1\r\n',1582883478.096471,1582883479.1271124
b'0\r\n',1582883479.1271124,1582883480.1057594
b'1\r\n',1582883480.1057594,1582883481.1337745
b'0\r\n',1582883481.1337745,1582883482.1047683
b'1\r\n',1582883482.1047683,1582883483.129521
b'0\r\n',1582883483.129521,1582883484.1072063
b'1\r\n',1582883484.1072063,1582883485.1456103
b'0\r\n',1582883485.1456103,1582883486.1768603
b'1\r\n',1582883486.1768603,1582883487.1431897
b'0\r\n',1582883487.1431897,1582883488.1841788
b'1\r\n',1582883488.1841788,1582883489.1541562
b'0\r\n',1582883489.1541562,1582883490.1827884
b'1\r\n',1582883490.1827884,1582883491.1676877
b'0\r\n',1582883491.1676877,1582883492.1985247
b'1\r\n',1582883492.1985247,1582883493.2127807
b'0\r\n',1582883493.2127807,1582883494.2022145
b'1\r\n',1582883494.2022145,1582883495.225775
b'0\r\n',1582883495.225775,1582883496.2096825
b'1\r\n',1582883496.2096825,1582883497.2260175
b'0\r\n',1582883497.2260175,1582883498.260045
b'1\r\n',1582883498.260045,1582883499.238677
b'0\r\n',1582883499.238677,1582883500.2720935
b'1\r\n',1582883500.2720935,1582883501.2511232
b'0\r\n',1582883501.2511232,1582883502.2847612
b'1\r\n',1582883502.2847612,1582883503.259745
b'0\r\n',1582883503.259745,1582883504.2794678
b'1\r\n',1582883504.2794678,1582883505.3070009
b'0\r\n',1582883505.3070009,1582883506.2906535
b'1\r\n',1582883506.2906535,1582883507.313777
b'0\r\n',1582883507.313777,1582883508.3019505
b'1\r\n',1582883508.3019505,1582883509.32939
b'0\r\n',1582883509.32939,1582883510.3519785
b'1\r\n',1582883510.3519785,1582883511.3368273
b'0\r\n',1582883511.3368273,1582883512.3656604
b'1\r\n',1582883512.3656604,1582883513.346051
b'0\r\n',1582883513.346051,1582883514.362238
b'1\r\n',1582883514.362238,1582883515.3389807
b'0\r\n',1582883515.3389807,1582883516.3734562
b'1\r\n',1582883516.3734562,1582883517.4044247
b'0\r\n',1582883517.4044247,1582883518.4275978
b'1\r\n',1582883518.4275978,1582883519.4060822
b'0\r\n',1582883519.4060822,1582883520.440539
b'1\r\n',1582883520.440539,1582883521.407806
b'0\r\n',1582883521.407806,1582883522.4506292
b'1\r\n',1582883522.451634,1582883523.4225204
b'0\r\n',1582883523.4225204,1582883524.4566412
b'1\r\n',1582883524.4566412,1582883525.480448
b'0\r\n',1582883525.480448,1582883526.4647114
b'1\r\n',1582883526.4647114,1582883527.4897635
b'0\r\n',1582883527.4897635,1582883528.4603648
b'1\r\n',1582883528.4603648,1582883529.4935987
b'0\r\n',1582883529.4935987,1582883530.5231886
b'1\r\n',1582883530.5231886,1582883531.5068848
b'0\r\n',1582883531.5068848,1582883532.534959
b'1\r\n',1582883532.534959,1582883533.5221038
b'0\r\n',1582883533.5221038,1582883534.534605
b'1\r\n',1582883534.534605,1582883535.560922
b'0\r\n',1582883535.560922,1582883536.5457554
b'1\r\n',1582883536.5457554,1582883537.5765364
b'0\r\n',1582883537.5765364,1582883538.5507407
b'1\r\n',1582883538.5507407,1582883539.5831647
b'0\r\n',1582883539.5831647,1582883540.6091173
b'1\r\n',1582883540.6091173,1582883541.5967743
b'0\r\n',1582883541.5967743,1582883542.6179187
b'1\r\n',1582883542.6179187,1582883543.6506245
b'0\r\n',1582883543.6506245,1582883544.6341343
b'1\r\n',1582883544.6341343,1582883545.6502743
b'0\r\n',1582883545.6502743,1582883546.6393635
b'1\r\n',1582883546.6393635,1582883547.6694348
b'0\r\n',1582883547.6694348,1582883548.6874585
b'1\r\n',1582883548.6874585,1582883549.673263
b'0\r\n',1582883549.673263,1582883550.699312
b'1\r\n',1582883550.699312,1582883551.6700895
b'0\r\n',1582883551.6700895,1582883552.7057936
b'1\r\n',1582883552.7057936,1582883553.676825
b'0\r\n',1582883553.676825,1582883554.708669
b'1\r\n',1582883554.708669,1582883555.6803694
b'0\r\n',1582883555.6803694,1582883556.7122102
b'1\r\n',1582883556.7122102,1582883557.747662
b'0\r\n',1582883557.747662,1582883558.7328012
b'1\r\n',1582883558.7328012,1582883559.7481346
b'0\r\n',1582883559.7481346,1582883560.7288105
b'1\r\n',1582883560.7288105,1582883561.7605255
b'0\r\n',1582883561.7605255,1582883562.7482164
b'1\r\n',1582883562.7482164,1582883563.7797325
b'0\r\n',1582883563.7797325,1582883564.794123
b'1\r\n',1582883564.794123,1582883565.784724
b'0\r\n',1582883565.784724,1582883566.798158
b'1\r\n',1582883566.798158,1582883567.7743833
b'0\r\n',1582883567.7743833,1582883568.8053048
b'1\r\n',1582883568.8053048,1582883569.7917418
b'0\r\n',1582883569.7917418,1582883570.8197372
b'1\r\n',1582883570.8197372,1582883571.8470404
b'0\r\n',1582883571.8470404,1582883572.8221078
b'1\r\n',1582883572.8221078,1582883573.8553612
b'0\r\n',1582883573.8553612,1582883574.8298335
b'1\r\n',1582883574.8298335,1582883575.8601198
b'0\r\n',1582883575.8601198,1582883576.8846753
b'1\r\n',1582883576.8846753,1582883577.8707366
b'0\r\n',1582883577.8707366,1582883578.8851762
b'1\r\n',1582883578.8851762,1582883579.8731456
b'0\r\n',1582883579.8731456,1582883580.9002762
b'1\r\n',1582883580.9002762,1582883581.879832
b'0\r\n',1582883581.879832,1582883582.8980236
b'1\r\n',1582883582.8980236,1582883583.878401
b'0\r\n',1582883583.878401,1582883584.9217227
b'1\r\n',1582883584.9217227,1582883585.9454465
b'0\r\n',1582883585.9454465,1582883586.912983
b'1\r\n',1582883586.912983,1582883587.9553494
b'0\r\n',1582883587.9553494,1582883588.9814062
b'1\r\n',1582883588.9814062,1582883589.9607682
b'0\r\n',1582883589.9607682,1582883590.9918056
b'1\r\n',1582883590.9918056,1582883591.9579816
b'0\r\n',1582883591.9579816,1582883592.9951947
b'1\r\n',1582883592.9951947,1582883594.0246613
b'0\r\n',1582883594.0246613,1582883595.008945
b'1\r\n',1582883595.008945,1582883596.0234346
b'0\r\n',1582883596.0234346,1582883597.0148318
b'1\r\n',1582883597.0148318,1582883598.0418332
b'0\r\n',1582883598.0418332,1582883599.0098617
b'1\r\n',1582883599.0098617,1582883600.040661
b'0\r\n',1582883600.040661,1582883601.0749648
b'1\r\n',1582883601.0749648,1582883602.05652
b'0\r\n',1582883602.05652,1582883603.0827117
b'1\r\n',1582883603.0827117,1582883604.1167653
b'0\r\n',1582883604.1167653,1582883605.0872357
b'1\r\n',1582883605.0872357,1582883606.1100557
b'0\r\n',1582883606.1100557,1582883607.0993352
b'1\r\n',1582883607.0993352,1582883608.114273
b'0\r\n',1582883608.114273,1582883609.1527991
b'1\r\n',1582883609.1527991,1582883610.1285934
b'0\r\n',1582883610.1285934,1582883611.161763
b'1\r\n',1582883611.161763,1582883612.1804566
b'0\r\n',1582883612.1804566,1582883613.1702151
b'1\r\n',1582883613.1702151,1582883614.1912544
b'0\r\n',1582883614.1912544,1582883615.1778386
b'1\r\n',1582883615.1778386,1582883616.2078435
b'0\r\n',1582883616.2078435,1582883617.1843383
b'1\r\n',1582883617.1843383,1582883618.2148426
b'0\r\n',1582883618.2148426,1582883619.1805613
b'1\r\n',1582883619.1805613,1582883620.208248
b'0\r\n',1582883620.208248,1582883621.243265
b'1\r\n',1582883621.243265,1582883622.2277515
b'0\r\n',1582883622.2277515,1582883623.2538805
b'1\r\n',1582883623.2538805,1582883624.2337954
b'0\r\n',1582883624.2337954,1582883625.2485101
b'1\r\n',1582883625.2485101,1582883626.2388556
b'0\r\n',1582883626.2388556,1582883627.2592258
b'1\r\n',1582883627.2592258,1582883628.2340324
b'0\r\n',1582883628.2340324,1582883629.2635403
b'1\r\n',1582883629.2635403,1582883630.3057885
b'0\r\n',1582883630.3057885,1582883631.2856443
b'1\r\n',1582883631.2856443,1582883632.292049
b'0\r\n',1582883632.292049,1582883633.334052
b'1\r\n',1582883633.334052,1582883634.3099718
b'0\r\n',1582883634.3099718,1582883635.3342698
b'1\r\n',1582883635.3342698,1582883636.3087163
b'0\r\n',1582883636.3087163,1582883637.343282
b'1\r\n',1582883637.343282,1582883638.318958
b'0\r\n',1582883638.318958,1582883639.3616326
b'1\r\n',1582883639.3616326,1582883640.3867745
b'0\r\n',1582883640.3867745,1582883641.3572364
b'1\r\n',1582883641.3572364,1582883642.3918724
b'0\r\n',1582883642.3918724,1582883643.3719087
b'1\r\n',1582883643.3719087,1582883644.3957253
b'0\r\n',1582883644.3957253,1582883645.4143085
b'1\r\n',1582883645.4143085,1582883646.3971438
b'0\r\n',1582883646.3971438,1582883647.428249
b'1\r\n',1582883647.428249,1582883648.4548595
b'0\r\n',1582883648.4548595,1582883649.4357855
b'1\r\n',1582883649.4357855,1582883650.4567003
b'0\r\n',1582883650.4567003,1582883651.4829254
b'1\r\n',1582883651.4829254,1582883652.4613352
b'0\r\n',1582883652.4613352,1582883653.4930556
b'1\r\n',1582883653.4930556,1582883654.478804
b'0\r\n',1582883654.478804,1582883655.4996805
b'1\r\n',1582883655.4996805,1582883656.4868412
b'0\r\n',1582883656.4868412,1582883657.518639
b'1\r\n',1582883657.518639,1582883658.4887185
b'0\r\n',1582883658.4887185,1582883659.5133755
b'1\r\n',1582883659.5133755,1582883660.5048835
b'0\r\n',1582883660.5048835,1582883661.517515
b'1\r\n',1582883661.517515,1582883662.5086985
b'0\r\n',1582883662.5086985,1582883663.5346973
b'1\r\n',1582883663.5346973,1582883664.5034454
b'0\r\n',1582883664.5034454,1582883665.5335884
b'1\r\n',1582883665.5335884,1582883666.5626335
b'0\r\n',1582883666.5626335,1582883667.5351577
b'1\r\n',1582883667.5351577,1582883668.5696099
b'0\r\n',1582883668.5696099,1582883669.6028986
b'1\r\n',1582883669.6028986,1582883670.5809531
b'0\r\n',1582883670.5809531,1582883671.606989
b'1\r\n',1582883671.606989,1582883672.5852005
b'0\r\n',1582883672.5852005,1582883673.613101
b'1\r\n',1582883673.613101,1582883674.6414495
b'0\r\n',1582883674.6414495,1582883675.6261194
b'1\r\n',1582883675.6261194,1582883676.6422923
b'0\r\n',1582883676.6422923,1582883677.6774254
b'1\r\n',1582883677.6774254,1582883678.650268
b'0\r\n',1582883678.650268,1582883679.691776
b'1\r\n',1582883679.691776,1582883680.7067726
b'0\r\n',1582883680.7067726,1582883681.6914706
b'1\r\n',1582883681.6914706,1582883682.7124734
b'0\r\n',1582883682.7124734,1582883683.703158
b'1\r\n',1582883683.703158,1582883684.7270265
b'0\r\n',1582883684.7270265,1582883685.6960108
b'1\r\n',1582883685.6960108,1582883686.7372427
b'0\r\n',1582883686.7372427,1582883687.7627985
b'1\r\n',1582883687.7627985,1582883688.740306
b'0\r\n',1582883688.740306,1582883689.7592585
b'1\r\n',1582883689.7592585,1582883690.7437966
b'0\r\n',1582883690.7437966,1582883691.7718284
b'1\r\n',1582883691.7718284,1582883692.7848864
b'0\r\n',1582883692.7848864,1582883693.7697222
b'1\r\n',1582883693.7697222,1582883694.7981796
b'0\r\n',1582883694.7981796,1582883695.8291895
b'1\r\n',1582883695.8291895,1582883696.8128378
b'0\r\n',1582883696.8128378,1582883697.8409154
b'1\r\n',1582883697.8409154,1582883698.8658643
b'0\r\n',1582883698.8658643,1582883699.8351378
b'1\r\n',1582883699.8351378,1582883700.8666904
b'0\r\n',1582883700.8666904,1582883701.8957467
b'1\r\n',1582883701.8957467,1582883702.8823118
b'0\r\n',1582883702.8823118,1582883703.9099813
b'1\r\n',1582883703.9099813,1582883704.8791513
b'0\r\n',1582883704.8791513,1582883705.9076555
b'1\r\n',1582883705.9076555,1582883706.888022
b'0\r\n',1582883706.888022,1582883707.9116497
b'1\r\n',1582883707.9116497,1582883708.9423547
b'0\r\n',1582883708.9423547,1582883709.9179664
b'1\r\n',1582883709.9179664,1582883710.9491928
b'0\r\n',1582883710.9491928,1582883711.9810858
b'1\r\n',1582883711.9810858,1582883712.9649162
b'0\r\n',1582883712.9649162,1582883713.9799287
b'1\r\n',1582883713.9799287,1582883714.9568036
b'0\r\n',1582883714.9568036,1582883715.9958308
b'1\r\n',1582883715.9958308,1582883717.0259254
b'0\r\n',1582883717.0259254,1582883717.984733
b'1\r\n',1582883717.984733,1582883719.021734
b'0\r\n',1582883719.021734,1582883720.0528007
b'1\r\n',1582883720.0528007,1582883721.089937
b'0\r\n',1582883721.089937,1582883722.0594304
b'1\r\n',1582883722.0594304,1582883723.0826979
b'0\r\n',1582883723.0826979,1582883724.0634606
b'1\r\n',1582883724.0634606,1582883725.0861664
b'0\r\n',1582883725.0861664,1582883726.1241994
b'1\r\n',1582883726.1241994,1582883727.099528
b'0\r\n',1582883727.099528,1582883728.1228347
b'1\r\n',1582883728.1228347,1582883729.1038103
b'0\r\n',1582883729.1038103,1582883730.1373737
b'1\r\n',1582883730.1373737,1582883731.110435
b'0\r\n',1582883731.110435,1582883732.1410573
b'1\r\n',1582883732.1410573,1582883733.1696067
b'0\r\n',1582883733.1696067,1582883734.1974208
b'1\r\n',1582883734.1974208,1582883735.1689453
b'0\r\n',1582883735.1689453,1582883736.2016072
b'1\r\n',1582883736.2016072,1582883737.1887405
b'0\r\n',1582883737.1887405,1582883738.2059684
b'1\r\n',1582883738.2059684,1582883739.1922526
b'0\r\n',1582883739.1922526,1582883740.2168255
