msg,before,after
b'1\r\n',1582882520.8004248,1582882521.8629785
b'0\r\n',1582882521.8629785,1582882522.8005154
b'1\r\n',1582882522.8005154,1582882523.8316684
b'0\r\n',1582882523.8316684,1582882524.8161397
b'1\r\n',1582882524.8161397,1582882525.8472984
b'0\r\n',1582882525.8472984,1582882526.8160477
b'1\r\n',1582882526.8160477,1582882527.8629193
b'0\r\n',1582882527.8629193,1582882528.8785467
b'1\r\n',1582882528.8785467,1582882529.8629177
b'0\r\n',1582882529.8629177,1582882530.8488925
b'1\r\n',1582882530.8488925,1582882531.880149
b'0\r\n',1582882531.880149,1582882532.9114025
b'1\r\n',1582882532.9114025,1582882533.8957705
b'0\r\n',1582882533.8957705,1582882534.9270275
b'1\r\n',1582882534.9270275,1582882535.8957665
b'0\r\n',1582882535.8957665,1582882536.9426486
b'1\r\n',1582882536.9426486,1582882537.9113927
b'0\r\n',1582882537.9113927,1582882538.9426208
b'1\r\n',1582882538.9426208,1582882539.9270203
b'0\r\n',1582882539.9270203,1582882540.9583275
b'1\r\n',1582882540.9583275,1582882541.9896116
b'0\r\n',1582882541.9896116,1582882542.9738915
b'1\r\n',1582882542.9738915,1582882544.005145
b'0\r\n',1582882544.005145,1582882544.9895241
b'1\r\n',1582882544.9895241,1582882546.0229511
b'0\r\n',1582882546.0229511,1582882546.991942
b'1\r\n',1582882546.991942,1582882547.9766302
b'0\r\n',1582882547.9766302,1582882549.007839
b'1\r\n',1582882549.007839,1582882550.0391273
b'0\r\n',1582882550.0391273,1582882551.0235045
b'1\r\n',1582882551.0235045,1582882552.0494661
b'0\r\n',1582882552.0494661,1582882553.033838
b'1\r\n',1582882553.033838,1582882554.06509
b'0\r\n',1582882554.06509,1582882555.0963452
b'1\r\n',1582882555.0963452,1582882556.0857015
b'0\r\n',1582882556.0857015,1582882557.1012907
b'1\r\n',1582882557.1012907,1582882558.091098
b'0\r\n',1582882558.091098,1582882559.1114326
b'1\r\n',1582882559.1114326,1582882560.0958006
b'0\r\n',1582882560.0958006,1582882561.1270494
b'1\r\n',1582882561.1270494,1582882562.11791
b'0\r\n',1582882562.11791,1582882563.1419678
b'1\r\n',1582882563.1419678,1582882564.1732082
b'0\r\n',1582882564.1732082,1582882565.1576836
b'1\r\n',1582882565.1576836,1582882566.1263473
b'0\r\n',1582882566.1263473,1582882567.1730034
b'1\r\n',1582882567.1730034,1582882568.1888132
b'0\r\n',1582882568.1888132,1582882569.1732216
b'1\r\n',1582882569.1732216,1582882570.2043326
b'0\r\n',1582882570.2043326,1582882571.2357168
b'1\r\n',1582882571.2357168,1582882572.2200997
b'0\r\n',1582882572.2200997,1582882573.2513478
b'1\r\n',1582882573.2513478,1582882574.2357218
b'0\r\n',1582882574.2357218,1582882575.2669673
b'1\r\n',1582882575.2669673,1582882576.2511241
b'0\r\n',1582882576.2511241,1582882577.2689037
b'1\r\n',1582882577.2689037,1582882578.2618272
b'0\r\n',1582882578.2618272,1582882579.2929728
b'1\r\n',1582882579.2929728,1582882580.2617288
b'0\r\n',1582882580.2617288,1582882581.2929728
b'1\r\n',1582882581.2929728,1582882582.2773597
b'0\r\n',1582882582.2773597,1582882583.3086069
b'1\r\n',1582882583.3086069,1582882584.3398535
b'0\r\n',1582882584.3398535,1582882585.3242338
b'1\r\n',1582882585.3242338,1582882586.3476512
b'0\r\n',1582882586.3476512,1582882587.3788958
b'1\r\n',1582882587.3788958,1582882588.3675864
b'0\r\n',1582882588.3675864,1582882589.336337
b'1\r\n',1582882589.336337,1582882590.3675878
b'0\r\n',1582882590.3675878,1582882591.3517382
b'1\r\n',1582882591.3517382,1582882592.392053
b'0\r\n',1582882592.392053,1582882593.3608105
b'1\r\n',1582882593.3608105,1582882594.3920696
b'0\r\n',1582882594.3920696,1582882595.3670015
b'1\r\n',1582882595.3670015,1582882596.4138753
b'0\r\n',1582882596.4138753,1582882597.3827915
b'1\r\n',1582882597.3827915,1582882598.4237463
b'0\r\n',1582882598.4237463,1582882599.3961072
b'1\r\n',1582882599.3961072,1582882600.440176
b'0\r\n',1582882600.440176,1582882601.408514
b'1\r\n',1582882601.408514,1582882602.4425066
b'0\r\n',1582882602.4425066,1582882603.428073
b'1\r\n',1582882603.428073,1582882604.4590979
b'0\r\n',1582882604.4590979,1582882605.439312
b'1\r\n',1582882605.439312,1582882606.4582956
b'0\r\n',1582882606.4582956,1582882607.448428
b'1\r\n',1582882607.448428,1582882608.4721653
b'0\r\n',1582882608.4721653,1582882609.4535491
b'1\r\n',1582882609.4535491,1582882610.4879625
b'0\r\n',1582882610.4879625,1582882611.5181475
b'1\r\n',1582882611.5181475,1582882612.497711
b'0\r\n',1582882612.497711,1582882613.5224147
b'1\r\n',1582882613.5224147,1582882614.509204
b'0\r\n',1582882614.509204,1582882615.533008
b'1\r\n',1582882615.533008,1582882616.517827
b'0\r\n',1582882616.517827,1582882617.5556798
b'1\r\n',1582882617.5556798,1582882618.5344205
b'0\r\n',1582882618.5344205,1582882619.5626557
b'1\r\n',1582882619.5626557,1582882620.5958858
b'0\r\n',1582882620.5958858,1582882621.5721037
b'1\r\n',1582882621.5721037,1582882622.6140149
b'0\r\n',1582882622.6140149,1582882623.5888977
b'1\r\n',1582882623.5888977,1582882624.560044
b'0\r\n',1582882624.560044,1582882625.601137
b'1\r\n',1582882625.601137,1582882626.6192753
b'0\r\n',1582882626.6192753,1582882627.6105077
b'1\r\n',1582882627.6105077,1582882628.6450033
b'0\r\n',1582882628.6450033,1582882629.6222696
b'1\r\n',1582882629.6222696,1582882630.6490214
b'0\r\n',1582882630.6490214,1582882631.6866584
b'1\r\n',1582882631.6866584,1582882632.6693878
b'0\r\n',1582882632.6693878,1582882633.636575
b'1\r\n',1582882633.636575,1582882634.6668816
b'0\r\n',1582882634.6668816,1582882635.7139585
b'1\r\n',1582882635.7139585,1582882636.6932082
b'0\r\n',1582882636.6932082,1582882637.7095883
b'1\r\n',1582882637.7095883,1582882638.7080855
b'0\r\n',1582882638.7080855,1582882639.7296286
b'1\r\n',1582882639.7296286,1582882640.7008028
b'0\r\n',1582882640.7008028,1582882641.734491
b'1\r\n',1582882641.734491,1582882642.709868
b'0\r\n',1582882642.709868,1582882643.7530973
b'1\r\n',1582882643.7530973,1582882644.7262733
b'0\r\n',1582882644.7262733,1582882645.7619603
b'1\r\n',1582882645.7619603,1582882646.739611
b'0\r\n',1582882646.739611,1582882647.7649422
b'1\r\n',1582882647.7649422,1582882648.753899
b'0\r\n',1582882648.753899,1582882649.7826648
b'1\r\n',1582882649.7826648,1582882650.8092027
b'0\r\n',1582882650.8092027,1582882651.7915466
b'1\r\n',1582882651.7915466,1582882652.818463
b'0\r\n',1582882652.818463,1582882653.8492053
b'1\r\n',1582882653.8492053,1582882654.8290644
b'0\r\n',1582882654.8290644,1582882655.8607807
b'1\r\n',1582882655.8607807,1582882656.83743
b'0\r\n',1582882656.83743,1582882657.8712106
b'1\r\n',1582882657.8712106,1582882658.854707
b'0\r\n',1582882658.854707,1582882659.885109
b'1\r\n',1582882659.885109,1582882660.8639667
b'0\r\n',1582882660.8639667,1582882661.8928742
b'1\r\n',1582882661.8928742,1582882662.8760245
b'0\r\n',1582882662.8760245,1582882663.9031327
b'1\r\n',1582882663.9031327,1582882664.9340212
b'0\r\n',1582882664.9340212,1582882665.9230654
b'1\r\n',1582882665.9230654,1582882666.9431348
b'0\r\n',1582882666.9431348,1582882667.930734
b'1\r\n',1582882667.930734,1582882668.9681163
b'0\r\n',1582882668.9681163,1582882669.93431
b'1\r\n',1582882669.93431,1582882670.9801798
b'0\r\n',1582882670.9801798,1582882672.002145
b'1\r\n',1582882672.002145,1582882672.9826953
b'0\r\n',1582882672.9826953,1582882674.0165653
b'1\r\n',1582882674.0165653,1582882674.996107
b'0\r\n',1582882674.996107,1582882676.02497
b'1\r\n',1582882676.02497,1582882677.0089562
b'0\r\n',1582882677.0089562,1582882678.0322478
b'1\r\n',1582882678.0322478,1582882679.0750506
b'0\r\n',1582882679.0750506,1582882680.048284
b'1\r\n',1582882680.048284,1582882681.07306
b'0\r\n',1582882681.07306,1582882682.0669215
b'1\r\n',1582882682.0669215,1582882683.0843732
b'0\r\n',1582882683.0843732,1582882684.0649836
b'1\r\n',1582882684.0649836,1582882685.090597
b'0\r\n',1582882685.090597,1582882686.0738087
b'1\r\n',1582882686.0738087,1582882687.103834
b'0\r\n',1582882687.103834,1582882688.1386821
b'1\r\n',1582882688.1386821,1582882689.1146562
b'0\r\n',1582882689.1146562,1582882690.1527996
b'1\r\n',1582882690.1527996,1582882691.130742
b'0\r\n',1582882691.130742,1582882692.157867
b'1\r\n',1582882692.157867,1582882693.1468375
b'0\r\n',1582882693.1468375,1582882694.174062
b'1\r\n',1582882694.174062,1582882695.2008173
b'0\r\n',1582882695.2008173,1582882696.1751308
b'1\r\n',1582882696.1751308,1582882697.2216456
b'0\r\n',1582882697.2216456,1582882698.1965306
b'1\r\n',1582882698.1965306,1582882699.215104
b'0\r\n',1582882699.215104,1582882700.2000277
b'1\r\n',1582882700.2000277,1582882701.2342925
b'0\r\n',1582882701.2342925,1582882702.2206488
b'1\r\n',1582882702.2206488,1582882703.2504876
b'0\r\n',1582882703.2504876,1582882704.2292266
b'1\r\n',1582882704.2292266,1582882705.251816
b'0\r\n',1582882705.251816,1582882706.2369509
b'1\r\n',1582882706.2369509,1582882707.262371
b'0\r\n',1582882707.262371,1582882708.2474825
b'1\r\n',1582882708.2474825,1582882709.2881484
b'0\r\n',1582882709.2881484,1582882710.3121717
b'1\r\n',1582882710.3121717,1582882711.296174
b'0\r\n',1582882711.296174,1582882712.3281548
b'1\r\n',1582882712.3281548,1582882713.2960603
b'0\r\n',1582882713.2960603,1582882714.330903
b'1\r\n',1582882714.330903,1582882715.362095
b'0\r\n',1582882715.362095,1582882716.3453662
b'1\r\n',1582882716.3453662,1582882717.3707352
b'0\r\n',1582882717.3707352,1582882718.3547502
b'1\r\n',1582882718.3547502,1582882719.3793201
b'0\r\n',1582882719.3793201,1582882720.353464
b'1\r\n',1582882720.353464,1582882721.39101
b'0\r\n',1582882721.39101,1582882722.383411
b'1\r\n',1582882722.383411,1582882723.4088688
b'0\r\n',1582882723.4088688,1582882724.391899
b'1\r\n',1582882724.391899,1582882725.4250305
b'0\r\n',1582882725.4250305,1582882726.3949125
b'1\r\n',1582882726.3949125,1582882727.4252517
b'0\r\n',1582882727.4252517,1582882728.457188
b'1\r\n',1582882728.457188,1582882729.4315746
b'0\r\n',1582882729.4315746,1582882730.4772425
b'1\r\n',1582882730.4772425,1582882731.4948027
b'0\r\n',1582882731.4948027,1582882732.482807
b'1\r\n',1582882732.482807,1582882733.5110252
b'0\r\n',1582882733.5110252,1582882734.485972
b'1\r\n',1582882734.485972,1582882735.5290709
b'0\r\n',1582882735.5290709,1582882736.5060203
b'1\r\n',1582882736.5060203,1582882737.5238223
b'0\r\n',1582882737.5238223,1582882738.5578473
b'1\r\n',1582882738.5578473,1582882739.5505984
b'0\r\n',1582882739.5505984,1582882740.5661454
b'1\r\n',1582882740.5661454,1582882741.549532
b'0\r\n',1582882741.549532,1582882742.5725
b'1\r\n',1582882742.5725,1582882743.6113787
b'0\r\n',1582882743.6113787,1582882744.5995882
b'1\r\n',1582882744.5995882,1582882745.6244419
b'0\r\n',1582882745.6244419,1582882746.599499
b'1\r\n',1582882746.599499,1582882747.642976
b'0\r\n',1582882747.642976,1582882748.6173487
b'1\r\n',1582882748.6173487,1582882749.6390538
b'0\r\n',1582882749.6390538,1582882750.6281095
b'1\r\n',1582882750.6281095,1582882751.6555474
b'0\r\n',1582882751.6555474,1582882752.6400127
b'1\r\n',1582882752.6400127,1582882753.6750743
b'0\r\n',1582882753.6750743,1582882754.705747
b'1\r\n',1582882754.705747,1582882755.6779106
b'0\r\n',1582882755.6779106,1582882756.6972034
b'1\r\n',1582882756.6972034,1582882757.6772048
b'0\r\n',1582882757.6772048,1582882758.7162247
b'1\r\n',1582882758.7162247,1582882759.7463565
b'0\r\n',1582882759.7463565,1582882760.728078
b'1\r\n',1582882760.728078,1582882761.7600644
b'0\r\n',1582882761.7600644,1582882762.7381048
b'1\r\n',1582882762.7381048,1582882763.7741168
b'0\r\n',1582882763.7741168,1582882764.743433
b'1\r\n',1582882764.743433,1582882765.7755973
b'0\r\n',1582882765.7755973,1582882766.7651927
b'1\r\n',1582882766.7651927,1582882767.781703
b'0\r\n',1582882767.781703,1582882768.7692778
b'1\r\n',1582882768.7692778,1582882769.7992942
b'0\r\n',1582882769.7992942,1582882770.7823033
b'1\r\n',1582882770.7823033,1582882771.8046665
b'0\r\n',1582882771.8046665,1582882772.7849493
b'1\r\n',1582882772.7849493,1582882773.8157187
b'0\r\n',1582882773.8157187,1582882774.8511543
b'1\r\n',1582882774.8511543,1582882775.8342085
b'0\r\n',1582882775.8342085,1582882776.8674173
b'1\r\n',1582882776.8674173,1582882777.8463802
b'0\r\n',1582882777.8463802,1582882778.8675141
b'1\r\n',1582882778.8675141,1582882779.8570547
b'0\r\n',1582882779.8570547,1582882780.8857763
b'1\r\n',1582882780.8857763,1582882781.8740828
b'0\r\n',1582882781.8740828,1582882782.890206
b'1\r\n',1582882782.890206,1582882783.8779776
b'0\r\n',1582882783.8779776,1582882784.9066763
b'1\r\n',1582882784.9066763,1582882785.8961368
b'0\r\n',1582882785.8961368,1582882786.9166627
b'1\r\n',1582882786.9166627,1582882787.9480517
b'0\r\n',1582882787.9480517,1582882788.9192278
b'1\r\n',1582882788.9192278,1582882789.9055877
b'0\r\n',1582882789.9055877,1582882790.9352088
b'1\r\n',1582882790.9352088,1582882791.9726248
b'0\r\n',1582882791.9726248,1582882792.9592042
b'1\r\n',1582882792.9592042,1582882793.9872026
b'0\r\n',1582882793.9872026,1582882794.953136
b'1\r\n',1582882794.953136,1582882795.991352
b'0\r\n',1582882795.991352,1582882796.9696379
b'1\r\n',1582882796.9696379,1582882797.9981813
b'0\r\n',1582882797.9981813,1582882799.0248103
b'1\r\n',1582882799.0248103,1582882800.0098135
b'0\r\n',1582882800.0098135,1582882801.044644
b'1\r\n',1582882801.044644,1582882802.0292246
b'0\r\n',1582882802.0292246,1582882803.0440533
b'1\r\n',1582882803.0440533,1582882804.0245776
b'0\r\n',1582882804.0245776,1582882805.0656147
b'1\r\n',1582882805.0656147,1582882806.0950925
b'0\r\n',1582882806.0950925,1582882807.0701492
b'1\r\n',1582882807.0701492,1582882808.109468
b'0\r\n',1582882808.109468,1582882809.0804648
b'1\r\n',1582882809.0804648,1582882810.1111436
b'0\r\n',1582882810.1111436,1582882811.135457
b'1\r\n',1582882811.135457,1582882812.114526
b'0\r\n',1582882812.114526,1582882813.1515572
b'1\r\n',1582882813.1515572,1582882814.1344368
b'0\r\n',1582882814.1344368,1582882815.1704686
b'1\r\n',1582882815.1704686,1582882816.136335
b'0\r\n',1582882816.136335,1582882817.1723113
b'1\r\n',1582882817.1723113,1582882818.1419315
b'0\r\n',1582882818.1573427,1582882819.1785986
b'1\r\n',1582882819.1785986,1582882820.1581628
b'0\r\n',1582882820.1581628,1582882821.1898787
b'1\r\n',1582882821.1898787,1582882822.1800928
b'0\r\n',1582882822.1800928,1582882823.2090232
b'1\r\n',1582882823.2090232,1582882824.1935213
b'0\r\n',1582882824.1935213,1582882825.2149851
b'1\r\n',1582882825.2149851,1582882826.1879458
b'0\r\n',1582882826.1879458,1582882827.2246602
b'1\r\n',1582882827.2246602,1582882828.2163374
b'0\r\n',1582882828.2163374,1582882829.2312636
b'1\r\n',1582882829.2312636,1582882830.2632635
b'0\r\n',1582882830.2632635,1582882831.2375393
b'1\r\n',1582882831.2375393,1582882832.2361622
b'0\r\n',1582882832.2361622,1582882833.2596905
b'1\r\n',1582882833.2596905,1582882834.23143
b'0\r\n',1582882834.23143,1582882835.2625818
b'1\r\n',1582882835.2625818,1582882836.296891
b'0\r\n',1582882836.296891,1582882837.2732463
b'1\r\n',1582882837.2732463,1582882838.3052034
b'0\r\n',1582882838.3052034,1582882839.278612
b'1\r\n',1582882839.278612,1582882840.3130136
b'0\r\n',1582882840.3130136,1582882841.2991927
b'1\r\n',1582882841.2991927,1582882842.2703612
b'0\r\n',1582882842.2703612,1582882843.301962
b'1\r\n',1582882843.301962,1582882844.2921274
b'0\r\n',1582882844.2921274,1582882845.3070526
b'1\r\n',1582882845.3070526,1582882846.2891338
b'0\r\n',1582882846.2891338,1582882847.3296247
b'1\r\n',1582882847.3296247,1582882848.303386
b'0\r\n',1582882848.303386,1582882849.3382897
b'1\r\n',1582882849.3382897,1582882850.32726
b'0\r\n',1582882850.32726,1582882851.3506193
b'1\r\n',1582882851.3506193,1582882852.3232024
b'0\r\n',1582882852.3232024,1582882853.357738
b'1\r\n',1582882853.357738,1582882854.3330727
b'0\r\n',1582882854.3330727,1582882855.3644304
b'1\r\n',1582882855.3644304,1582882856.3964653
b'0\r\n',1582882856.3964653,1582882857.3757474
b'1\r\n',1582882857.3757474,1582882858.4075637
b'0\r\n',1582882858.4075637,1582882859.3959365
b'1\r\n',1582882859.3959365,1582882860.4090958
b'0\r\n',1582882860.4090958,1582882861.401925
b'1\r\n',1582882861.401925,1582882862.4287553
b'0\r\n',1582882862.4287553,1582882863.4026392
b'1\r\n',1582882863.4026392,1582882864.434217
b'0\r\n',1582882864.434217,1582882865.413706
b'1\r\n',1582882865.413706,1582882866.4554188
b'0\r\n',1582882866.4554188,1582882867.4281948
b'1\r\n',1582882867.4281948,1582882868.4574654
b'0\r\n',1582882868.4574654,1582882869.4832637
b'1\r\n',1582882869.4832637,1582882870.4704564
b'0\r\n',1582882870.4704564,1582882871.5060256
b'1\r\n',1582882871.5060256,1582882872.5204835
b'0\r\n',1582882872.5204835,1582882873.5070436
b'1\r\n',1582882873.5070436,1582882874.4797657
b'0\r\n',1582882874.4797657,1582882875.5148594
b'1\r\n',1582882875.5148594,1582882876.4861946
b'0\r\n',1582882876.4861946,1582882877.5179245
b'1\r\n',1582882877.5179245,1582882878.5045607
b'0\r\n',1582882878.5045607,1582882879.536389
b'1\r\n',1582882879.536389,1582882880.5107756
b'0\r\n',1582882880.5107756,1582882881.545226
b'1\r\n',1582882881.545226,1582882882.5166936
b'0\r\n',1582882882.5166936,1582882883.5543268
b'1\r\n',1582882883.5543268,1582882884.5846071
b'0\r\n',1582882884.5846071,1582882885.5647125
b'1\r\n',1582882885.5647125,1582882886.5932777
b'0\r\n',1582882886.5932777,1582882887.5673475
b'1\r\n',1582882887.5673475,1582882888.5945055
b'0\r\n',1582882888.5945055,1582882889.5868852
b'1\r\n',1582882889.5868852,1582882890.617139
b'0\r\n',1582882890.617139,1582882891.5984006
b'1\r\n',1582882891.5984006,1582882892.624301
b'0\r\n',1582882892.624301,1582882893.5959778
b'1\r\n',1582882893.5959778,1582882894.6344821
b'0\r\n',1582882894.6344821,1582882895.6188395
b'1\r\n',1582882895.6188395,1582882896.6340232
b'0\r\n',1582882896.6340232,1582882897.6283078
b'1\r\n',1582882897.6283078,1582882898.6580744
b'0\r\n',1582882898.6580744,1582882899.684329
b'1\r\n',1582882899.684329,1582882900.661285
b'0\r\n',1582882900.661285,1582882901.689625
b'1\r\n',1582882901.689625,1582882902.669579
b'0\r\n',1582882902.669579,1582882903.710294
b'1\r\n',1582882903.710294,1582882904.7373126
b'0\r\n',1582882904.7373126,1582882905.7057137
b'1\r\n',1582882905.7057137,1582882906.7347527
b'0\r\n',1582882906.7347527,1582882907.714108
b'1\r\n',1582882907.714108,1582882908.7509387
b'0\r\n',1582882908.7509387,1582882909.728791
b'1\r\n',1582882909.728791,1582882910.7667532
b'0\r\n',1582882910.7667532,1582882911.7886896
b'1\r\n',1582882911.7886896,1582882912.775289
b'0\r\n',1582882912.775289,1582882913.797059
b'1\r\n',1582882913.797059,1582882914.774017
b'0\r\n',1582882914.774017,1582882915.8117943
b'1\r\n',1582882915.8117943,1582882916.7845623
b'0\r\n',1582882916.7845623,1582882917.8232503
b'1\r\n',1582882917.8232503,1582882918.805313
b'0\r\n',1582882918.805313,1582882919.827814
b'1\r\n',1582882919.827814,1582882920.8013096
b'0\r\n',1582882920.8013096,1582882921.8393345
b'1\r\n',1582882921.8393345,1582882922.8241847
b'0\r\n',1582882922.8241847,1582882923.8494682
b'1\r\n',1582882923.8494682,1582882924.8795745
b'0\r\n',1582882924.8795745,1582882925.8617887
b'1\r\n',1582882925.8617887,1582882926.880195
b'0\r\n',1582882926.880195,1582882927.873367
b'1\r\n',1582882927.873367,1582882928.895628
b'0\r\n',1582882928.895628,1582882929.8823926
b'1\r\n',1582882929.8823926,1582882930.8971488
b'0\r\n',1582882930.8971488,1582882931.934269
b'1\r\n',1582882931.934269,1582882932.922416
b'0\r\n',1582882932.922416,1582882933.94433
b'1\r\n',1582882933.94433,1582882934.9199128
b'0\r\n',1582882934.9199128,1582882935.9459615
b'1\r\n',1582882935.9459615,1582882936.9303122
b'0\r\n',1582882936.9303122,1582882937.9563575
b'1\r\n',1582882937.9563575,1582882938.9381177
b'0\r\n',1582882938.9381177,1582882939.979219
b'1\r\n',1582882939.979219,1582882941.007322
b'0\r\n',1582882941.007322,1582882941.989187
b'1\r\n',1582882941.989187,1582882943.0204425
b'0\r\n',1582882943.0204425,1582882943.983083
b'1\r\n',1582882943.983083,1582882945.0204968
b'0\r\n',1582882945.0204968,1582882945.998442
