temp,light,count,pycomtime,laptoptime    
2712,204.0,577,589765120,1585147749000008800
2694,202.0,578,590777114,1585147749993759600
2719,202.0,579,591789119,1585147751005605500
2715,203.5,580,592801124,1585147752016822100
2724,202.5,581,593813104,1585147753028009200
2735,202.5,582,594825104,1585147754040318500
2721,204.5,583,595837098,1585147755055805900
2683,202.0,584,596849105,1585147756064843600
2704,202.0,585,597861092,1585147757086427900
2723,202.0,586,598873133,1585147758091054300
2721,202.0,587,599885134,1585147759101611600
2622,203.0,588,600897141,1585147760116826500
2788,201.5,589,601909120,1585147761124987100
2699,202.0,590,602921100,1585147762137729800
2713,202.0,591,603933095,1585147763148460700
2694,202.5,592,604945118,1585147764161821300
2725,202.5,593,605957097,1585147765176826600
2712,202.0,594,606969119,1585147766184827800
2722,203.5,595,607981132,1585147767197421200
2694,203.0,596,608993128,1585147768262694200
2713,202.0,597,610005117,1585147769224184600
2695,202.0,598,611017119,1585147770235953700
2711,203.0,599,612029094,1585147771244721900
2720,202.0,600,613041104,1585147772257893900
2719,204.0,601,614053093,1585147773269575400
2694,202.0,602,615065103,1585147774286161900
2705,203.5,603,616077119,1585147775297052600
2713,202.0,604,617089138,1585147776306326500
2677,202.0,605,618101113,1585147777322905500
2703,203.0,606,619113119,1585147778330033900
2717,204.0,607,620125090,1585147779342222900
2718,202.0,608,621137114,1585147780352431300
2723,203.0,609,622149092,1585147781364756100
2720,203.0,610,623161094,1585147782379847400
2768,202.0,611,624173119,1585147783389134300
2719,201.5,612,625185123,1585147784401095100
2709,201.5,613,626197114,1585147785415982800
2693,203.0,614,627209114,1585147786424707900
2718,202.5,615,628221133,1585147787439054900
2711,202.0,616,629233122,1585147788449311500
2710,201.0,617,630245123,1585147789461989700
2711,201.5,618,631257125,1585147790474438500
2725,200.5,619,632269118,1585147791489059500
2723,201.0,620,633281142,1585147792498897600
2592,200.5,621,634293129,1585147793511444300
2720,201.0,622,635305122,1585147794522032400
2701,202.0,623,636317130,1585147795534015500
2709,201.0,624,637329125,1585147796544702100
2721,201.5,625,638341108,1585147797557813700
2705,202.5,626,639353168,1585147798570137400
2718,203.0,627,640365080,1585147799582654400
2769,201.5,628,641377126,1585147800593449500
2718,202.0,629,642389135,1585147801606123100
2730,201.5,630,643401092,1585147802618355700
2698,201.5,631,644413134,1585147803629688900
2715,201.0,632,645425149,1585147804643107800
2736,201.0,633,646437082,1585147805656165300
2743,202.0,634,647449111,1585147806664994600
2715,202.0,635,648461190,1585147807677457500
2715,200.5,636,649473082,1585147808690603300
2723,200.5,637,650485089,1585147809701502200
2722,201.5,638,651497174,1585147810714317000
2715,200.5,639,652509117,1585147811728453200
2727,201.0,640,653521131,1585147812737316500
2725,203.0,641,654533093,1585147813750044600
2725,202.5,642,655545089,1585147814762032400
2752,202.0,643,656557092,1585147815777142100
2695,203.5,644,657569101,1585147816795161200
2705,201.5,645,658581101,1585147817808611300
2708,201.5,646,659593116,1585147818812296300
2727,201.0,647,660605113,1585147819824810600
2720,201.0,648,661617118,1585147820833440200
2701,201.5,649,662629115,1585147821847107800
2721,200.5,650,663641088,1585147822860321500
2704,200.0,651,664653094,1585147823870060800
2713,200.0,652,665665106,1585147824881009000
2687,201.0,653,666677094,1585147825895635000
2736,201.0,654,667689113,1585147826905784500
2704,202.0,655,668701117,1585147827918218200
2715,201.0,656,669713122,1585147828930041400
2707,201.0,657,670725127,1585147829942412700
2715,200.5,658,671737128,1585147830954102600
2694,201.0,659,672749108,1585147831966524500
2722,199.5,660,673761102,1585147832976654900
2773,199.5,661,674773105,1585147833991718500
2718,199.5,662,675785108,1585147835020482300
2757,201.0,663,676797148,1585147836013241900
2709,200.5,664,677809131,1585147837025585600
2715,201.5,665,678821120,1585147838037842700
2704,200.5,666,679833123,1585147839049589100
2720,201.0,667,680845090,1585147840066397700
2697,199.5,668,681857106,1585147841074828400
2734,199.5,669,682869094,1585147842086038700
2719,200.0,670,683881103,1585147843100575600
2704,199.0,671,684893130,1585147844109362700
2707,199.0,672,685905123,1585147845122616200
2721,200.0,673,686917117,1585147846133926600
2716,200.5,674,687929113,1585147847146091400
2801,200.0,675,688941099,1585147848158448600
2752,200.0,676,689953103,1585147849170219900
2712,199.5,677,690965088,1585147850183626800
2735,199.5,678,691977082,1585147851193836200
2723,199.0,679,692989098,1585147852210622300
2787,198.5,680,694001118,1585147853217527200
2711,199.5,681,695013112,1585147854229441900
2686,200.0,682,696025121,1585147855241501200
2704,200.5,683,697037113,1585147856254501100
2726,200.0,684,698049112,1585147857269921800
2701,201.0,685,699061102,1585147858278009000
2717,200.5,686,700073122,1585147859290275300
2711,199.5,687,701085098,1585147860303492500
2704,200.0,688,702097124,1585147861329678500
2714,199.0,689,703109113,1585147862326721800
2723,199.0,690,704121118,1585147863340450100
2703,198.5,691,705133115,1585147864349673500
2701,198.5,692,706145110,1585147865362737900
2723,198.5,693,707157101,1585147866373800000
2731,198.5,694,708169090,1585147867385477800
2717,200.0,695,709181126,1585147868399056500
2598,199.0,696,710193102,1585147869415600100
2710,199.5,697,711205124,1585147870424059400
2709,201.0,698,712217112,1585147871435439400
2788,200.5,699,713229119,1585147872451325100
2716,201.0,700,714241137,1585147873458711200
2690,199.5,701,715253117,1585147874470923100
2727,200.5,702,716265099,1585147875483556200
2754,199.0,703,717277093,1585147876494835500
2702,200.5,704,718289105,1585147877506292200
2678,199.0,705,719301119,1585147878518948000
2736,200.0,706,720313109,1585147879529730300
2761,199.0,707,721325119,1585147880543265900
2720,201.0,708,722337123,1585147881554759100
2704,200.0,709,723349128,1585147882566719700
2709,201.0,710,724361092,1585147883585163800
2752,200.5,711,725373110,1585147884590828100
2691,200.5,712,726385100,1585147885603461400
2717,201.5,713,727397090,1585147886620553400
2736,200.5,714,728409108,1585147887627519400
2718,200.5,715,729421112,1585147888638353500
2735,200.0,716,730433129,1585147889654809600
2731,201.0,717,731445114,1585147890662510300
2730,200.0,718,732457089,1585147891674564000
2722,201.0,719,733469090,1585147892686831900
2700,200.0,720,734481115,1585147893699054500
2730,201.5,721,735493095,1585147894711016600
2705,200.0,722,736505096,1585147895732074500
2723,200.0,723,737517115,1585147896734684500
2704,200.5,724,738529121,1585147897747312000
2720,201.0,725,739541119,1585147898758164400
2695,202.5,726,740553119,1585147899772141200
2730,201.5,727,741565095,1585147900785652000
2721,201.5,728,742577107,1585147901794791700
2715,201.5,729,743589102,1585147902807582100
2614,203.5,730,744601097,1585147903822040200
2706,202.5,731,745613122,1585147904831198300
2707,202.0,732,746625121,1585147905843707700
2706,201.0,733,747637120,1585147906857948000
2721,202.0,734,748649116,1585147907868480900
2717,201.0,735,749661097,1585147908878973500
2719,197.0,736,750673102,1585147909890310100
2767,202.0,737,751685100,1585147910902567800
2756,201.0,738,752697102,1585147911915109000
2689,201.5,739,753709125,1585147912933026100
2694,201.5,740,754721126,1585147913941088400
2699,203.0,741,755733119,1585147914950071600
2723,202.0,742,756745115,1585147915965027500
2589,204.5,743,757757116,1585147916974272000
2714,204.0,744,758769101,1585147917994775900
2703,205.5,745,759781101,1585147918999658200
2786,203.0,746,760793170,1585147920010953000
2705,202.0,747,761805100,1585147921025764500
2699,204.5,748,762817120,1585147922034107800
2818,201.5,749,763829120,1585147923046149700
2717,202.5,750,764841123,1585147924060844300
2697,203.0,751,765853124,1585147925070825800
2721,202.0,752,766865108,1585147926082236400
2729,202.5,753,767877093,1585147927096016300
2704,203.0,754,768889105,1585147928106898600
2707,203.0,755,769901082,1585147929124601100
2736,204.0,756,770913101,1585147930139378200
2727,204.5,757,771925090,1585147931142818000
2720,203.5,758,772937110,1585147932156097900
2726,202.0,759,773949113,1585147933166350300
2787,204.5,760,774961120,1585147934179586200
2704,202.5,761,775973095,1585147935194046300
2706,204.5,762,776985084,1585147936202970900
2709,205.0,763,777997113,1585147937215098000
2723,203.0,764,779009108,1585147938237484700
2726,202.5,765,780021113,1585147939240732500
2701,203.0,766,781033115,1585147940256914400
2679,202.0,767,782045120,1585147941269937200
2729,203.0,768,783057125,1585147942274148000
2738,203.5,769,784069096,1585147943287073600
2703,202.5,770,785081089,1585147944299650600
2762,206.0,771,786093109,1585147945315718600
2717,203.0,772,787105108,1585147946325399200
2700,205.0,773,788117093,1585147947344006300
2719,204.0,774,789129110,1585147948358059700
2736,204.5,775,790141124,1585147949361815800
2718,204.0,776,791153133,1585147950370752900
2736,203.0,777,792165136,1585147951383959200
2709,202.0,778,793177023,1585147952396997100
2720,202.0,779,794189105,1585147953407522200
2734,202.0,780,795201103,1585147954420804800
2707,204.0,781,796213102,1585147955441881300
2782,204.5,782,797225111,1585147956443836200
2719,204.5,783,798237126,1585147957455385600
2715,203.0,784,799249144,1585147958466940900
2718,203.5,785,800261124,1585147959481727500
2704,204.5,786,801273089,1585147960490913900
2716,204.5,787,802285105,1585147961504054000
2717,203.0,788,803297099,1585147962515196300
2718,203.5,789,804309106,1585147963528052200
2705,201.5,790,805321087,1585147964564947300
2724,202.0,791,806333127,1585147965554131600
2707,203.0,792,807345128,1585147966564164000
2702,204.0,793,808357116,1585147967576914500
2714,202.5,794,809369108,1585147968587003100
2717,204.0,795,810381099,1585147969601808400
2726,203.0,796,811393099,1585147970613631300
2712,203.5,797,812405124,1585147971624777400
2720,204.5,798,813417088,1585147972638583400
2726,202.0,799,814429120,1585147973650116600
2711,201.5,800,815441116,1585147974662691000
2722,201.0,801,816453114,1585147975673149000
2753,201.5,802,817465113,1585147976683243300
2688,203.5,803,818477131,1585147977696661600
2716,201.5,804,819489094,1585147978707737400
2709,203.5,805,820501096,1585147979731271200
2707,202.0,806,821513092,1585147980732112100
2687,203.5,807,822525099,1585147981747405900
2738,201.5,808,823537114,1585147982756865200
2711,201.5,809,824549126,1585147983768862600
2706,201.5,810,825561111,1585147984778997500
2733,203.0,811,826573114,1585147985794068600
2723,202.0,812,827585094,1585147986803697500
2718,203.0,813,828597098,1585147987816582400
2703,203.5,814,829609104,1585147988828089200
2718,204.0,815,830621136,1585147989841029200
2715,201.5,816,831633124,1585147990851312700
2695,201.0,817,832645116,1585147991864159500
2710,202.0,818,833657133,1585147992878820500
2723,201.0,819,834669115,1585147993887453800
2723,201.5,820,835681097,1585147994900222900
2717,203.0,821,836693097,1585147995911938700
2779,198.5,822,837705101,1585147996926845100
2705,185.0,823,838717105,1585147997937409900
2608,191.0,824,839729098,1585147998953924100
2710,126.0,825,840741116,1585147999961263200
2833,0.0,0,5836938,1585148021976301800
2736,219.0,1,6848147,1585148022968937200
2688,218.5,2,7860121,1585148024010884500
2731,218.0,3,8871163,1585148024988295100
2714,217.0,4,9883117,1585148026000694700
2775,218.5,5,10894123,1585148027038860400
2885,218.0,6,11906118,1585148028037370300
2957,218.0,7,12918115,1585148029035624200
2515,218.0,8,13930129,1585148030048078100
2726,217.5,9,14942147,1585148031060050800
2731,218.0,10,15954140,1585148032075178600
2934,218.0,11,16966124,1585148033086830300
2731,218.5,12,17978125,1585148034096050700
2658,218.0,13,18990130,1585148035108828100
2896,218.0,14,20002123,1585148036121004400
2768,218.0,15,21014144,1585148037132605000
2761,217.5,16,22026146,1585148038144879800
2771,218.0,17,23038144,1585148039158808100
2767,218.0,18,24050139,1585148040168063900
2567,218.5,19,25062123,1585148041183024400
2734,218.0,20,26074126,1585148042192028300
2663,218.0,21,27086125,1585148043203632700
2579,217.0,22,28098112,1585148044216725400
2844,217.5,23,29110121,1585148045227787600
2767,217.5,24,30122151,1585148046239774100
2830,218.0,25,31134146,1585148047255376700
2757,217.5,26,32146155,1585148048263638900
2774,218.0,27,33158127,1585148049276164900
2925,217.5,28,34170141,1585148050295268300
3113,217.5,29,35182123,1585148051329043400
2672,217.5,30,36194114,1585148052312861500
2800,217.5,31,37206120,1585148053327414500
2765,217.5,32,38218143,1585148054336428000
2813,217.5,33,39230142,1585148055348545700
2512,218.0,34,40242132,1585148056362830500
2767,217.5,35,41254146,1585148057374070600
2784,218.0,36,42266127,1585148058404618800
2862,217.5,37,43278145,1585148059397236000
2741,217.0,38,44290118,1585148060408020800
2855,218.0,39,45302129,1585148061428069100
2773,218.0,40,46314086,1585148062431783500
2993,217.5,41,47326097,1585148063444799000
2746,217.5,42,48338132,1585148064456783600
2736,217.5,43,49350148,1585148065468783400
2770,217.5,44,50362133,1585148066479933500
2795,218.0,45,51374087,1585148067496629400
2978,217.5,46,52386096,1585148068506024500
temp,light,count,pycomtime,laptoptime    
