temp,light,count,pycomtime,laptoptime    
2722,211.0,154,161690146,1585147320900613600
2626,210.5,155,162702111,1585147321912552100
2736,210.0,156,163714095,1585147322923705400
2717,210.5,157,164726113,1585147323938826800
2761,210.5,158,165738113,1585147324954344000
2720,210.5,159,166750135,1585147325959855100
2714,211.0,160,167762145,1585147326971901700
2704,211.0,161,168774096,1585147327984402300
2714,211.0,162,169786142,1585147328996577500
2800,211.0,163,170798109,1585147330013170200
2721,211.5,164,171810122,1585147331020026800
2721,211.0,165,172822162,1585147332048835600
2736,211.5,166,173834128,1585147333045956600
2717,211.5,167,174846133,1585147334057526500
2748,211.5,168,175858143,1585147335068970500
2723,211.5,169,176870143,1585147336080824200
2713,211.0,170,177882151,1585147338192840500
2711,211.0,171,178894094,1585147338237844000
2721,210.5,172,179905160,1585147339115135100
2819,209.5,173,180917113,1585147340145751700
2817,210.0,174,181929105,1585147341140163300
2733,210.0,175,182941106,1585147342158993200
2719,210.0,176,183953129,1585147343167994500
2711,209.5,177,184965131,1585147344175208000
2684,210.0,178,185977142,1585147345189810300
2715,209.5,179,186989125,1585147346200092000
2704,209.5,180,188001137,1585147347214783700
2713,209.5,181,189013111,1585147348224468000
2698,209.5,182,190025141,1585147349234832000
2799,210.0,183,191037113,1585147350248121100
2736,210.0,184,192049133,1585147351259846800
2753,210.0,185,193061143,1585147352272496200
2736,210.5,186,194073126,1585147353297177600
2773,210.5,187,195085143,1585147354298364000
2724,210.5,188,196097144,1585147355308127200
2721,210.5,189,197109103,1585147356319611900
2736,211.0,190,198121111,1585147357332836600
2716,210.5,191,199133104,1585147358345412100
2701,211.0,192,200145112,1585147359361150600
2715,210.5,193,201157133,1585147360368922700
2715,210.0,194,202169126,1585147361379832400
2709,210.0,195,203181136,1585147362400758800
2705,209.0,196,204193143,1585147363404319700
2714,210.0,197,205205107,1585147364418030300
2704,209.5,198,206217091,1585147365429887600
2723,210.0,199,207229110,1585147366441137600
2704,209.5,200,208241146,1585147367452185700
2708,209.5,201,209253117,1585147368465330000
2711,210.0,202,210265129,1585147369477073700
2695,210.0,203,211277133,1585147370487043800
2704,209.5,204,212289135,1585147371502060400
2719,210.5,205,213301128,1585147372512086400
2737,210.5,206,214313107,1585147373523778900
2789,211.0,207,215325131,1585147374538832900
2709,210.5,208,216337134,1585147375547902300
2688,211.5,209,217349114,1585147376564879600
2722,211.0,210,218361138,1585147377574444200
2723,211.0,211,219373146,1585147378583597200
2725,211.0,212,220385151,1585147379597557200
2739,210.0,213,221397144,1585147380607937400
2704,211.5,214,222409139,1585147381619718700
2709,211.5,215,223421090,1585147382633151400
2765,211.0,216,224433137,1585147383646051300
2576,211.0,217,225445132,1585147384656445600
2718,211.0,218,226457143,1585147385678063800
2705,211.0,219,227469147,1585147386681044600
2714,210.5,220,228481124,1585147387720498200
2714,211.0,221,229493172,1585147388705730000
2704,211.0,222,230505123,1585147389718969800
2705,211.0,223,231517114,1585147390728451200
2719,210.5,224,232529113,1585147391740076000
2704,210.5,225,233541103,1585147392751943900
2723,210.5,226,234553101,1585147393766835600
2742,210.5,227,235565123,1585147394778917800
2705,210.5,228,236577137,1585147395788926800
2704,210.5,229,237589137,1585147396807980300
2718,210.5,230,238601128,1585147397813068200
2717,210.5,231,239613113,1585147398828785000
2714,210.5,232,240625113,1585147399837938200
2715,210.0,233,241637114,1585147400886826200
2683,209.5,234,242649123,1585147401860367500
2722,209.5,235,243661113,1585147402874209600
2732,209.5,236,244673136,1585147403886239700
2733,209.5,237,245685133,1585147404897969300
2707,209.0,238,246697123,1585147405911136900
2707,209.5,239,247709128,1585147406920376800
2699,209.5,240,248721132,1585147407935168500
2732,209.0,241,249733111,1585147408945234800
2714,210.0,242,250745105,1585147409955700800
2712,209.0,243,251757110,1585147410985142000
2771,208.5,244,252769131,1585147411986299500
2677,209.5,245,253781137,1585147412992604400
2710,211.0,246,254793147,1585147414004826700
2707,210.5,247,255805149,1585147415017054600
2703,210.5,248,256817114,1585147416028633500
2693,211.0,249,257829123,1585147417040768200
2726,210.5,250,258841098,1585147418054171100
2759,209.0,251,259853112,1585147419065219300
2712,209.0,252,260865116,1585147420088598300
2710,209.5,253,261877136,1585147421088828400
2758,209.5,254,262889145,1585147422100089000
2732,209.5,255,263901146,1585147423112495600
2715,209.5,256,264913151,1585147424125884900
2567,209.5,257,265925123,1585147425142579600
2722,209.5,258,266937160,1585147426148693900
2718,209.5,259,267949148,1585147427160136300
2704,209.5,260,268961112,1585147428174821400
2709,209.0,261,269973137,1585147429184214700
2725,210.5,262,270985122,1585147430197134200
2693,209.0,263,271997121,1585147431209047000
2721,209.5,264,273009130,1585147432220121600
2711,209.0,265,274021124,1585147433232211400
2717,209.5,266,275033095,1585147434245429700
2706,209.0,267,276045119,1585147435257752900
2738,209.5,268,277057104,1585147436277032000
2735,209.5,269,278069103,1585147437285052400
2720,209.5,270,279081106,1585147438293130600
2726,209.5,271,280093138,1585147439305197200
2752,210.0,272,281105129,1585147440317089100
2721,210.0,273,282117133,1585147441329894600
2729,210.0,274,283129090,1585147442341786600
2765,210.0,275,284141119,1585147443354680300
2767,210.0,276,285153135,1585147444364305600
2790,210.0,277,286165100,1585147445377697600
2705,209.5,278,287177145,1585147446388601100
2724,210.0,279,288189133,1585147447400824600
2725,210.0,280,289201142,1585147448413064500
2714,210.0,281,290213123,1585147449425716900
2718,209.5,282,291225133,1585147450439383100
2754,209.5,283,292237119,1585147451449376000
2721,209.5,284,293249120,1585147452462899700
2672,209.5,285,294261134,1585147453474315900
2733,209.5,286,295273140,1585147454501611900
2719,209.0,287,296285102,1585147455496684900
2720,209.0,288,297297145,1585147456509164400
2701,209.0,289,298309102,1585147457521042700
2693,209.0,290,299321139,1585147458532674200
2705,208.5,291,300333093,1585147459546494700
2704,208.5,292,301345132,1585147460557760600
2715,209.0,293,302357139,1585147461569824900
2799,209.0,294,303369147,1585147462581317300
2716,209.0,295,304381130,1585147463593105700
2699,209.5,296,305393117,1585147464605123700
2715,209.5,297,306405140,1585147465618088000
2702,209.5,298,307417097,1585147466629124500
2714,209.5,299,308429149,1585147467642239100
2721,209.5,300,309441096,1585147468653566200
2708,209.5,301,310453138,1585147469665751800
2736,209.5,302,311465134,1585147470677005000
2704,209.5,303,312477139,1585147471694829600
2723,210.0,304,313489145,1585147472703267300
2719,209.5,305,314501102,1585147473713527800
2742,208.0,306,315513096,1585147474729390200
2704,206.5,307,316525100,1585147475737336900
2717,206.0,308,317537122,1585147476749103500
2699,202.5,309,318549092,1585147477762546000
2735,207.0,310,319561133,1585147478776572400
2713,203.0,311,320573090,1585147479787356500
2689,207.5,312,321585091,1585147480797001700
2722,209.0,313,322597140,1585147481809062000
2728,209.0,314,323609112,1585147482821454800
2704,207.5,315,324621098,1585147483833591200
2726,208.5,316,325633154,1585147484845709500
2717,208.5,317,326645138,1585147485861391100
2796,208.0,318,327657131,1585147486870177400
2718,208.0,319,328669137,1585147487881839300
2705,208.0,320,329681088,1585147488898110600
2711,208.0,321,330693141,1585147489906020500
2698,208.0,322,331705152,1585147490917149400
2593,207.5,323,332717130,1585147491929362100
2725,207.0,324,333729123,1585147492942021600
2715,207.0,325,334741104,1585147493952694000
2720,206.5,326,335753112,1585147494966147300
2608,206.5,327,336765104,1585147495977778200
2708,206.0,328,337777124,1585147496989701200
2733,204.0,329,338789117,1585147498011426200
2721,206.0,330,339801126,1585147499013073400
2736,205.0,331,340813129,1585147500025686000
2770,205.5,332,341825129,1585147501041069700
2729,205.5,333,342837126,1585147502051600900
2706,205.5,334,343849100,1585147503060637800
2713,206.0,335,344861106,1585147504080370600
2726,206.5,336,345873171,1585147505089062100
2811,206.5,337,346885123,1585147506103226800
2709,206.0,338,347897128,1585147507109838200
2691,206.0,339,348909128,1585147508125648300
2695,206.5,340,349921123,1585147509132851300
2779,205.0,341,350933105,1585147510145536300
2718,204.5,342,351945100,1585147511157776200
2715,206.0,343,352957107,1585147512170310300
2710,204.0,344,353969108,1585147513181687700
2721,205.0,345,354981107,1585147514194279300
2718,204.0,346,355993071,1585147515205783700
2740,204.0,347,357005132,1585147516222845100
2709,205.5,348,358017125,1585147517231473100
2729,204.5,349,359029127,1585147518243643000
2759,204.0,350,360041120,1585147519253588000
2725,204.0,351,361053108,1585147520274640000
2708,205.0,352,362065107,1585147521282829300
2729,204.0,353,363077121,1585147522315167300
2714,205.0,354,364089128,1585147523305296900
2784,204.0,355,365101125,1585147524314067200
2767,203.5,356,366113107,1585147525324934700
2715,204.0,357,367125138,1585147526338824900
2702,205.5,358,368137141,1585147527350142200
2688,203.5,359,369149142,1585147528361553100
2701,204.5,360,370161137,1585147529374055600
2704,203.5,361,371173108,1585147530386180000
2720,203.5,362,372185136,1585147531397913200
2781,203.5,363,373197083,1585147532417907400
2722,203.5,364,374209139,1585147533421714900
2784,206.0,365,375221099,1585147534434508800
2704,204.0,366,376233129,1585147535446928500
2713,204.5,367,377245182,1585147536458252300
2722,203.0,368,378257091,1585147537473169600
2713,203.0,369,379269121,1585147538489399600
2796,204.0,370,380281185,1585147539494244000
2682,204.0,371,381293096,1585147540508283000
2721,204.0,372,382305101,1585147541517481500
2729,204.0,373,383317134,1585147542529491400
2704,204.5,374,384329102,1585147543541921600
2704,205.5,375,385341157,1585147544554057400
2709,205.5,376,386353134,1585147545566509900
2705,205.5,377,387365121,1585147546577988500
2674,204.5,378,388377092,1585147547590652600
2725,205.5,379,389389120,1585147548603015500
2698,205.0,380,390401088,1585147549620990800
2716,204.0,381,391413141,1585147550629316900
2701,205.0,382,392425175,1585147551638031900
2801,205.5,383,393437140,1585147552651027200
2721,205.0,384,394449146,1585147553663231100
2704,205.5,385,395461100,1585147554674810900
2753,204.5,386,396473136,1585147555687607400
2709,204.0,387,397485145,1585147556698347200
2719,205.5,388,398497128,1585147557709962700
2720,206.0,389,399509147,1585147558724075400
2699,205.5,390,400521116,1585147559734927300
2722,205.5,391,401533125,1585147560748030500
2710,205.5,392,402545135,1585147561759061500
2689,205.5,393,403557123,1585147562771870300
2784,205.5,394,404569100,1585147563782723300
2724,205.0,395,405581102,1585147564794566400
2677,206.0,396,406593120,1585147565807046000
2747,205.0,397,407605113,1585147566825308600
2714,205.0,398,408617138,1585147567833607900
2704,205.0,399,409629126,1585147568843045900
2704,206.0,400,410641129,1585147569854723900
2729,204.5,401,411653123,1585147570866712000
2737,204.5,402,412665103,1585147571879487800
2721,205.0,403,413677106,1585147572892551600
2726,205.0,404,414689110,1585147573903530500
2716,204.0,405,415701127,1585147574916077900
2730,206.0,406,416713117,1585147575928087200
2725,206.5,407,417725124,1585147576939534800
2723,206.5,408,418737139,1585147577951004400
2740,206.5,409,419749121,1585147578971040200
2815,206.0,410,420761121,1585147579974176800
2735,205.5,411,421773096,1585147580986499100
2727,205.5,412,422785110,1585147581998138000
2752,205.5,413,423797181,1585147583011032400
2803,205.5,414,424809095,1585147584028021500
2697,206.0,415,425821125,1585147585036496300
2717,206.0,416,426833132,1585147586046836200
2715,206.0,417,427845121,1585147587059404200
2723,206.5,418,428857133,1585147588087062400
2717,207.5,419,429869122,1585147589084994800
2733,207.0,420,430881111,1585147590094833300
2772,206.5,421,431893110,1585147591110183800
2704,207.0,422,432905097,1585147592118302500
2718,206.5,423,433917117,1585147593131266400
2710,206.5,424,434929130,1585147594143622100
2731,206.5,425,435941124,1585147595155263200
2727,206.5,426,436953121,1585147596167281800
2714,206.5,427,437965124,1585147597178554500
2677,206.5,428,438977098,1585147598193492200
2707,206.0,429,439989100,1585147599236413000
2704,206.0,430,441001129,1585147600217377800
2710,202.0,431,442013102,1585147601229763500
2711,206.0,432,443025125,1585147602239065100
2719,206.0,433,444037130,1585147603250632200
2718,206.0,434,445049129,1585147604263117700
2707,206.0,435,446061132,1585147605275049900
2717,205.5,436,447073140,1585147606287246900
2700,206.0,437,448085117,1585147607298898000
2704,206.5,438,449097105,1585147608311927600
2706,206.5,439,450109104,1585147609332058100
2731,207.0,440,451121109,1585147610346038000
2717,207.0,441,452133121,1585147611349056000
2723,207.0,442,453145114,1585147612371064200
2715,206.5,443,454157127,1585147613405683500
2704,206.5,444,455169142,1585147614383075600
2717,207.0,445,456181107,1585147615406245400
2722,206.5,446,457193118,1585147616409098400
2723,206.0,447,458205123,1585147617419567600
2722,205.5,448,459217107,1585147618462226500
2715,205.5,449,460229117,1585147619444613900
2805,205.0,450,461241118,1585147620482592800
2709,205.5,451,462253136,1585147621466833400
2714,206.0,452,463265125,1585147622479155800
2691,206.0,453,464277099,1585147623515934000
2717,206.0,454,465289116,1585147624503121900
2779,206.0,455,466301100,1585147625515390600
2718,206.5,456,467313121,1585147626526687000
2704,206.0,457,468325107,1585147627550472600
2711,206.5,458,469337119,1585147628551918700
2714,205.0,459,470349133,1585147629599550900
2715,205.5,460,471361129,1585147630578850400
2704,204.5,461,472373108,1585147631587190900
2719,205.0,462,473385106,1585147632600394400
2697,206.0,463,474397107,1585147633610683700
2724,206.0,464,475409108,1585147634624139100
2710,205.5,465,476421108,1585147635635060300
2723,205.5,466,477433105,1585147636656075900
2707,205.5,467,478445048,1585147637659517400
2594,206.0,468,479457137,1585147638671066800
2695,205.5,469,480469118,1585147639686769800
2715,205.0,470,481481120,1585147640695075500
2752,203.5,471,482493100,1585147641707593800
2677,204.0,472,483505121,1585147642719874400
2716,204.0,473,484517112,1585147643732081800
2713,203.0,474,485529116,1585147644750021400
2711,205.0,475,486541120,1585147645755050700
2704,205.0,476,487553127,1585147646768438400
2736,204.0,477,488565113,1585147647781492400
2703,204.5,478,489577113,1585147648792049100
2723,204.0,479,490589096,1585147649805562200
2706,204.0,480,491601104,1585147650815651300
2736,204.5,481,492613113,1585147651839047700
2583,205.5,482,493625076,1585147652840107500
2718,204.5,483,494637116,1585147653852612800
2703,204.0,484,495649124,1585147654863423900
2700,205.5,485,496661116,1585147655875371400
2711,204.5,486,497673115,1585147656890045200
2711,203.5,487,498685115,1585147657900052200
2700,202.5,488,499697115,1585147658911013100
2695,202.0,489,500709117,1585147659923602600
2707,203.5,490,501721097,1585147660935906500
2726,202.0,491,502733096,1585147661954015600
2714,204.0,492,503745132,1585147662962844600
2705,204.0,493,504757098,1585147663972067200
2729,202.5,494,505769126,1585147664985485900
2717,203.5,495,506781052,1585147665996033900
2710,202.0,496,507793111,1585147667008789700
2718,202.5,497,508805100,1585147668019477400
2733,204.5,498,509817277,1585147669031157600
2707,202.5,499,510829101,1585147670046138500
2716,202.0,500,511841118,1585147671056022900
2787,203.0,501,512853131,1585147672067573500
2707,202.5,502,513865123,1585147673078960100
2697,202.5,503,514877116,1585147674092255100
2701,201.0,504,515889109,1585147675102782400
2715,201.0,505,516901100,1585147676116640000
2714,201.0,506,517913106,1585147677146509400
2754,201.0,507,518925105,1585147678141052300
2715,200.5,508,519937104,1585147679158200600
2731,200.5,509,520949119,1585147680166025000
2721,200.5,510,521961133,1585147681176012600
2723,201.0,511,522973131,1585147682188966800
2713,201.0,512,523985143,1585147683199939800
2722,201.0,513,524997200,1585147684212465700
2695,202.0,514,526009130,1585147685224530200
2731,202.5,515,527021109,1585147686236916800
2711,201.5,516,528033102,1585147687247826900
2710,201.0,517,529045088,1585147688260408100
2707,202.0,518,530057123,1585147689272533700
2715,202.0,519,531069114,1585147690284150300
2709,202.0,520,532081138,1585147691295935800
2704,202.0,521,533093136,1585147692308530800
2711,200.5,522,534105132,1585147693319528800
2705,201.5,523,535117114,1585147694332423200
2714,200.5,524,536129103,1585147695343377400
2757,200.5,525,537141083,1585147696359851400
2710,197.0,526,538153120,1585147697368732900
2705,200.5,527,539165144,1585147698381333700
2719,201.5,528,540177133,1585147699391950900
2704,200.5,529,541189138,1585147700409088000
2695,200.0,530,542201092,1585147701417904600
2717,201.0,531,543213130,1585147702429025000
2721,200.0,532,544225136,1585147703446066700
2727,200.5,533,545237143,1585147704487047900
2732,200.5,534,546249105,1585147705465080800
2675,201.5,535,547261099,1585147706477847200
2704,200.0,536,548273139,1585147707488061800
2704,200.0,537,549285148,1585147708500063500
2715,200.0,538,550297104,1585147709512372600
2725,201.5,539,551309132,1585147710528828800
2675,200.0,540,552321135,1585147711535509100
2704,200.0,541,553333162,1585147712549184200
2732,200.5,542,554345082,1585147713589834500
2803,201.5,543,555357108,1585147714572982500
2723,201.5,544,556369144,1585147715592084200
2743,200.5,545,557381120,1585147716665232400
2717,201.0,546,558393118,1585147717610028600
2704,201.0,547,559405138,1585147718651906900
2720,202.5,548,560417145,1585147719632458200
2717,201.5,549,561429154,1585147720648088000
2704,202.0,550,562441128,1585147721657191500
2734,201.5,551,563453124,1585147722677587800
2710,203.0,552,564465141,1585147723681477900
2703,204.0,553,565477138,1585147724693081500
2718,202.0,554,566489122,1585147725703591700
2727,202.0,555,567501122,1585147726716726600
2734,201.5,556,568513117,1585147727730933200
2706,201.5,557,569525136,1585147728740050900
2715,201.5,558,570537142,1585147729753240200
2723,202.0,559,571549133,1585147730767552600
2715,201.0,560,572561140,1585147731777479700
2715,201.0,561,573573147,1585147732789911200
2727,203.5,562,574585093,1585147733800904700
2710,201.5,563,575597141,1585147734813134200
2695,202.0,564,576609143,1585147735825074600
2704,202.0,565,577621136,1585147736857964500
2727,202.5,566,578633127,1585147737855756200
2698,202.5,567,579645129,1585147738861185900
2726,204.0,568,580657118,1585147739882554000
2722,202.0,569,581669114,1585147740891500000
2727,201.5,570,582681137,1585147741896922000
2717,201.5,571,583693100,1585147742909289300
2779,201.5,572,584705110,1585147743922431300
2689,203.0,573,585717130,1585147744934307700
2729,202.0,574,586729129,1585147745944937500
2722,201.5,575,587741143,1585147746957171500
2741,202.0,576,588753106,1585147747970008600
