msg,before,after
b'3550\r\n',1583314008156534000,1583314009156524000
b'3632\r\n',1583314009156539000,1583314010156508000
b'3527\r\n',1583314010156522000,1583314011156448000
b'3514\r\n',1583314011156463000,1583314012156326000
b'3516\r\n',1583314012156340000,1583314013156696000
b'3645\r\n',1583314013156712000,1583314014153482000
b'3541\r\n',1583314014153496000,1583314015156541000
b'3517\r\n',1583314015156555000,1583314016156576000
b'3595\r\n',1583314016156805000,1583314017156540000
b'3514\r\n',1583314017156555000,1583314018156532000
b'3606\r\n',1583314018156546000,1583314019156496000
b'3409\r\n',1583314019156511000,1583314020156437000
b'3638\r\n',1583314020156452000,1583314021156512000
b'3504\r\n',1583314021156526000,1583314022156569000
b'3569\r\n',1583314022156583000,1583314023156493000
b'3491\r\n',1583314023156507000,1583314024156314000
b'3578\r\n',1583314024156329000,1583314025156531000
b'3559\r\n',1583314025156546000,1583314026156348000
b'3530\r\n',1583314026156362000,1583314027156582000
b'3649\r\n',1583314027156596000,1583314028156558000
b'3475\r\n',1583314028156572000,1583314029156504000
b'3559\r\n',1583314029156519000,1583314030156587000
b'3509\r\n',1583314030156601000,1583314031156612000
b'3474\r\n',1583314031156626000,1583314032156616000
b'3488\r\n',1583314032156630000,1583314033156565000
b'3641\r\n',1583314033156580000,1583314034156588000
b'3638\r\n',1583314034156601000,1583314035156631000
b'3486\r\n',1583314035156645000,1583314036156619000
b'3538\r\n',1583314036156633000,1583314037156634000
b'3509\r\n',1583314037156648000,1583314038156566000
b'3507\r\n',1583314038156580000,1583314039156589000
b'3573\r\n',1583314039156604000,1583314040156629000
b'3600\r\n',1583314040156643000,1583314041156654000
b'3565\r\n',1583314041156668000,1583314042156568000
b'3649\r\n',1583314042156583000,1583314043156712000
b'3553\r\n',1583314043156726000,1583314044156650000
b'3471\r\n',1583314044156665000,1583314045156661000
b'3568\r\n',1583314045156675000,1583314046153764000
b'3471\r\n',1583314046153778000,1583314047157681000
b'3632\r\n',1583314047157695000,1583314048156713000
b'3649\r\n',1583314048156726000,1583314049157674000
b'3616\r\n',1583314049157688000,1583314050156620000
b'3501\r\n',1583314050156634000,1583314051157697000
b'3521\r\n',1583314051157711000,1583314052157709000
b'3528\r\n',1583314052157723000,1583314053157734000
b'3666\r\n',1583314053157748000,1583314054157621000
b'3564\r\n',1583314054157635000,1583314055157394000
b'3504\r\n',1583314055157404000,1583314056157712000
b'3507\r\n',1583314056157727000,1583314057157701000
b'3493\r\n',1583314057157715000,1583314058157606000
b'3514\r\n',1583314058157619000,1583314059157739000
b'3517\r\n',1583314059157754000,1583314060157708000
b'3534\r\n',1583314060157722000,1583314061157656000
b'3597\r\n',1583314061157670000,1583314062157765000
b'3521\r\n',1583314062157780000,1583314063157646000
b'3547\r\n',1583314063157691000,1583314064157673000
b'3521\r\n',1583314064157687000,1583314065157760000
b'3544\r\n',1583314065157775000,1583314066157683000
b'3559\r\n',1583314066157696000,1583314067157767000
b'3536\r\n',1583314067157781000,1583314068157774000
b'3542\r\n',1583314068157788000,1583314069157711000
b'3536\r\n',1583314069157725000,1583314070157765000
b'3489\r\n',1583314070157779000,1583314071157757000
b'3493\r\n',1583314071157771000,1583314072157797000
b'3527\r\n',1583314072157811000,1583314073157800000
b'3487\r\n',1583314073157814000,1583314074157748000
b'3499\r\n',1583314074157762000,1583314075157800000
b'3568\r\n',1583314075157818000,1583314076157788000
b'3506\r\n',1583314076157802000,1583314077157792000
b'3499\r\n',1583314077157806000,1583314078153755000
b'3521\r\n',1583314078153770000,1583314079157819000
b'3572\r\n',1583314079157834000,1583314080157810000
b'3493\r\n',1583314080157824000,1583314081157810000
b'3547\r\n',1583314081157824000,1583314082157833000
b'3539\r\n',1583314082157847000,1583314083157824000
b'3632\r\n',1583314083157838000,1583314084157817000
b'3487\r\n',1583314084157831000,1583314085157454000
b'3491\r\n',1583314085157463000,1583314086157803000
b'3487\r\n',1583314086157817000,1583314087157848000
b'3523\r\n',1583314087157862000,1583314088157769000
b'3600\r\n',1583314088157784000,1583314089157778000
b'3474\r\n',1583314089157796000,1583314090157828000
b'3523\r\n',1583314090157841000,1583314091157876000
b'3515\r\n',1583314091157890000,1583314092157612000
b'3544\r\n',1583314092157626000,1583314093157868000
b'3618\r\n',1583314093157882000,1583314094157607000
b'3488\r\n',1583314094157621000,1583314095157870000
b'3495\r\n',1583314095157884000,1583314096157877000
b'3541\r\n',1583314096157892000,1583314097157888000
b'3470\r\n',1583314097157903000,1583314098157822000
b'3627\r\n',1583314098157836000,1583314099157887000
b'3533\r\n',1583314099157902000,1583314100157818000
b'3493\r\n',1583314100157832000,1583314101158040000
b'3551\r\n',1583314101158055000,1583314102157899000
b'3473\r\n',1583314102157913000,1583314103157806000
b'3553\r\n',1583314103157820000,1583314104157885000
b'3556\r\n',1583314104157899000,1583314105157863000
b'3453\r\n',1583314105157881000,1583314106157921000
b'3510\r\n',1583314106157936000,1583314107157929000
b'3622\r\n',1583314107157944000,1583314108157951000
b'3472\r\n',1583314108157966000,1583314109157882000
b'3526\r\n',1583314109157896000,1583314110153947000
b'3568\r\n',1583314110153962000,1583314111157954000
b'3491\r\n',1583314111157968000,1583314112157960000
b'3625\r\n',1583314112157974000,1583314113157992000
b'3515\r\n',1583314113158006000,1583314114157940000
b'3459\r\n',1583314114157954000,1583314115157607000
b'3507\r\n',1583314115157618000,1583314116157964000
b'3481\r\n',1583314116157979000,1583314117157965000
b'3597\r\n',1583314117157979000,1583314118157985000
b'3515\r\n',1583314118157999000,1583314119157920000
b'3473\r\n',1583314119157934000,1583314120157914000
b'3453\r\n',1583314120157928000,1583314121157743000
b'3403\r\n',1583314121157757000,1583314122158001000
b'3466\r\n',1583314122158015000,1583314123158005000
b'3494\r\n',1583314123158024000,1583314124157840000
b'3510\r\n',1583314124157898000,1583314125158002000
b'3476\r\n',1583314125158017000,1583314126157936000
b'3469\r\n',1583314126157951000,1583314127158007000
b'3568\r\n',1583314127158022000,1583314128158035000
b'3517\r\n',1583314128158050000,1583314129157936000
b'3523\r\n',1583314129157950000,1583314130157979000
b'3523\r\n',1583314130157992000,1583314131158027000
b'3523\r\n',1583314131158042000,1583314132158032000
b'3481\r\n',1583314132158046000,1583314133158054000
b'3590\r\n',1583314133158068000,1583314134158052000
b'3614\r\n',1583314134158066000,1583314135158065000
b'3537\r\n',1583314135158079000,1583314136157986000
b'3433\r\n',1583314136158001000,1583314137158056000
b'3612\r\n',1583314137158070000,1583314138158094000
b'3546\r\n',1583314138158107000,1583314139158021000
b'3558\r\n',1583314139158035000,1583314140158056000
b'3516\r\n',1583314140158070000,1583314141158080000
b'3488\r\n',1583314141158094000,1583314142154130000
b'3520\r\n',1583314142154144000,1583314143158095000
b'3473\r\n',1583314143158116000,1583314144158050000
b'3616\r\n',1583314144158064000,1583314145157853000
b'3568\r\n',1583314145157870000,1583314146158026000
b'3563\r\n',1583314146158039000,1583314147157903000
b'3601\r\n',1583314147157917000,1583314148158067000
b'3569\r\n',1583314148158081000,1583314149157728000
b'3517\r\n',1583314149157737000,1583314150158052000
b'3470\r\n',1583314150158067000,1583314151158070000
b'3504\r\n',1583314151158084000,1583314152158126000
b'3466\r\n',1583314152158139000,1583314153158145000
b'3490\r\n',1583314153158158000,1583314154158131000
b'3557\r\n',1583314154158145000,1583314155158123000
b'3501\r\n',1583314155158138000,1583314156158133000
b'3459\r\n',1583314156158147000,1583314157158071000
b'3487\r\n',1583314157158085000,1583314158158136000
b'3510\r\n',1583314158158150000,1583314159158141000
b'3473\r\n',1583314159158155000,1583314160158077000
b'3498\r\n',1583314160158091000,1583314161158255000
b'3440\r\n',1583314161158270000,1583314162158159000
b'3504\r\n',1583314162158174000,1583314163157990000
b'3554\r\n',1583314163158005000,1583314164158181000
b'3472\r\n',1583314164158196000,1583314165158115000
b'3443\r\n',1583314165158132000,1583314166158199000
b'3458\r\n',1583314166158213000,1583314167158109000
b'3601\r\n',1583314167158124000,1583314168158202000
b'3583\r\n',1583314168158217000,1583314169157998000
b'3478\r\n',1583314169158009000,1583314170158146000
b'3454\r\n',1583314170158159000,1583314171158126000
b'3594\r\n',1583314171158140000,1583314172158114000
b'3516\r\n',1583314172158128000,1583314173158167000
b'3491\r\n',1583314173158182000,1583314174154202000
b'3502\r\n',1583314174154321000,1583314175158172000
b'3504\r\n',1583314175158186000,1583314176158196000
b'3503\r\n',1583314176158211000,1583314177158217000
b'3506\r\n',1583314177158231000,1583314178158021000
b'3470\r\n',1583314178158029000,1583314179158248000
b'3527\r\n',1583314179158262000,1583314180158177000
b'3507\r\n',1583314180158191000,1583314181158244000
b'3463\r\n',1583314181158258000,1583314182158242000
b'3494\r\n',1583314182158257000,1583314183158247000
b'3456\r\n',1583314183158261000,1583314184158265000
b'3541\r\n',1583314184158279000,1583314185158197000
b'3428\r\n',1583314185158211000,1583314186158259000
b'3514\r\n',1583314186158273000,1583314187159280000
b'3520\r\n',1583314187159294000,1583314188158190000
b'3506\r\n',1583314188158204000,1583314189159492000
b'3471\r\n',1583314189159504000,1583314190158302000
b'3527\r\n',1583314190158317000,1583314191158290000
b'3526\r\n',1583314191158305000,1583314192159354000
b'3466\r\n',1583314192159369000,1583314193159078000
b'3549\r\n',1583314193159092000,1583314194158248000
b'3459\r\n',1583314194158262000,1583314195159308000
b'3547\r\n',1583314195159321000,1583314196158331000
b'3527\r\n',1583314196158346000,1583314197159315000
b'3488\r\n',1583314197159329000,1583314198158325000
b'3482\r\n',1583314198158339000,1583314199158935000
b'3463\r\n',1583314199158945000,1583314200159351000
b'3473\r\n',1583314200159366000,1583314201159281000
b'3516\r\n',1583314201159295000,1583314202159339000
b'3506\r\n',1583314202159353000,1583314203159354000
b'3506\r\n',1583314203159369000,1583314204159339000
b'3499\r\n',1583314204159354000,1583314205159308000
b'3533\r\n',1583314205159322000,1583314206154328000
b'3557\r\n',1583314206154342000,1583314207159358000
b'3463\r\n',1583314207159373000,1583314208159286000
b'3559\r\n',1583314208159299000,1583314209159332000
b'3568\r\n',1583314209159347000,1583314210159387000
b'3457\r\n',1583314210159401000,1583314211159362000
b'3473\r\n',1583314211159376000,1583314212159343000
b'3457\r\n',1583314212159357000,1583314213159347000
b'3557\r\n',1583314213159362000,1583314214159351000
b'3494\r\n',1583314214159366000,1583314215159413000
b'3466\r\n',1583314215159427000,1583314216159394000
b'3556\r\n',1583314216159408000,1583314217159456000
b'3469\r\n',1583314217159471000,1583314218159006000
b'3594\r\n',1583314218159014000,1583314219159416000
b'3565\r\n',1583314219159430000,1583314220159145000
b'3434\r\n',1583314220159155000,1583314221159414000
b'3492\r\n',1583314221159428000,1583314222159368000
b'3559\r\n',1583314222159382000,1583314223159405000
b'3572\r\n',1583314223159420000,1583314224159452000
b'3477\r\n',1583314224159466000,1583314225159440000
b'3451\r\n',1583314225159454000,1583314226159466000
b'3421\r\n',1583314226159480000,1583314227159380000
b'3507\r\n',1583314227159393000,1583314228159269000
b'3490\r\n',1583314228159283000,1583314229159464000
b'3472\r\n',1583314229159478000,1583314230159381000
b'3582\r\n',1583314230159396000,1583314231159422000
b'3491\r\n',1583314231159435000,1583314232159427000
b'3505\r\n',1583314232159442000,1583314233159432000
b'3451\r\n',1583314233159451000,1583314234159467000
b'3470\r\n',1583314234159481000,1583314235159153000
b'3521\r\n',1583314235159164000,1583314236159388000
b'3536\r\n',1583314236159402000,1583314237159441000
b'3434\r\n',1583314237159455000,1583314238154304000
b'3455\r\n',1583314238154313000,1583314239159536000
b'3440\r\n',1583314239159549000,1583314240159285000
b'3403\r\n',1583314240159331000,1583314241159669000
b'3455\r\n',1583314241159686000,1583314242159450000
b'3489\r\n',1583314242159461000,1583314243159457000
b'3458\r\n',1583314243159471000,1583314244159481000
b'3573\r\n',1583314244159496000,1583314245159531000
b'3482\r\n',1583314245159546000,1583314246159522000
b'3434\r\n',1583314246159536000,1583314247159283000
b'3425\r\n',1583314247159297000,1583314248159448000
b'3431\r\n',1583314248159461000,1583314249159538000
b'3474\r\n',1583314249159552000,1583314250159436000
b'3568\r\n',1583314250159450000,1583314251159569000
b'3568\r\n',1583314251159583000,1583314252159255000
b'3454\r\n',1583314252159264000,1583314253159497000
b'3459\r\n',1583314253159511000,1583314254159496000
b'3473\r\n',1583314254159511000,1583314255159492000
b'3479\r\n',1583314255159508000,1583314256159571000
b'3527\r\n',1583314256159586000,1583314257159703000
b'3466\r\n',1583314257159723000,1583314258159534000
b'3505\r\n',1583314258159547000,1583314259159601000
b'3463\r\n',1583314259159615000,1583314260159606000
b'3552\r\n',1583314260159620000,1583314261159641000
b'3467\r\n',1583314261159654000,1583314262159451000
b'3420\r\n',1583314262159461000,1583314263159787000
b'3417\r\n',1583314263159806000,1583314264159608000
b'3477\r\n',1583314264159622000,1583314265159268000
b'3523\r\n',1583314265159280000,1583314266159546000
b'3504\r\n',1583314266159559000,1583314267159709000
b'3398\r\n',1583314267159726000,1583314268159482000
b'3483\r\n',1583314268159497000,1583314269159614000
b'3424\r\n',1583314269159629000,1583314270154633000
b'3568\r\n',1583314270154648000,1583314271159578000
b'3429\r\n',1583314271159592000,1583314272159688000
b'3429\r\n',1583314272159701000,1583314273159452000
b'3466\r\n',1583314273159466000,1583314274159593000
b'3440\r\n',1583314274159607000,1583314275159659000
b'3414\r\n',1583314275159673000,1583314276159636000
b'3566\r\n',1583314276159650000,1583314277159680000
b'3446\r\n',1583314277159694000,1583314278159664000
b'3454\r\n',1583314278159677000,1583314279159663000
b'3484\r\n',1583314279159678000,1583314280159782000
b'3466\r\n',1583314280159795000,1583314281159546000
b'3422\r\n',1583314281159565000,1583314282159700000
b'3454\r\n',1583314282159715000,1583314283159653000
b'3437\r\n',1583314283159667000,1583314284159736000
b'3415\r\n',1583314284159749000,1583314285159639000
b'3459\r\n',1583314285159653000,1583314286159713000
b'3419\r\n',1583314286159727000,1583314287159644000
b'3490\r\n',1583314287159658000,1583314288159658000
b'3387\r\n',1583314288159673000,1583314289159733000
b'3433\r\n',1583314289159747000,1583314290159706000
b'3511\r\n',1583314290159720000,1583314291159653000
b'3427\r\n',1583314291159667000,1583314292159733000
b'3397\r\n',1583314292159747000,1583314293159700000
b'3527\r\n',1583314293159714000,1583314294159753000
b'3479\r\n',1583314294159766000,1583314295159638000
b'3411\r\n',1583314295159648000,1583314296159750000
b'3554\r\n',1583314296159765000,1583314297159764000
b'3455\r\n',1583314297159778000,1583314298159712000
b'3462\r\n',1583314298159726000,1583314299159770000
b'3474\r\n',1583314299159785000,1583314300159751000
b'3481\r\n',1583314300159765000,1583314301159777000
b'3487\r\n',1583314301159799000,1583314302154771000
b'3438\r\n',1583314302154786000,1583314303159710000
b'3558\r\n',1583314303159724000,1583314304159706000
b'3516\r\n',1583314304159720000,1583314305159790000
b'3488\r\n',1583314305159804000,1583314306159812000
b'3418\r\n',1583314306159826000,1583314307159781000
b'3553\r\n',1583314307159795000,1583314308159746000
b'3439\r\n',1583314308159760000,1583314309159816000
b'3419\r\n',1583314309159830000,1583314310159724000
b'3486\r\n',1583314310159738000,1583314311159673000
b'3602\r\n',1583314311159689000,1583314312159439000
b'3440\r\n',1583314312159447000,1583314313159530000
b'3491\r\n',1583314313159560000,1583314314159858000
b'3478\r\n',1583314314159871000,1583314315159394000
b'3441\r\n',1583314315159402000,1583314316159821000
b'3431\r\n',1583314316159831000,1583314317160028000
b'3426\r\n',1583314317160052000,1583314318159556000
b'3472\r\n',1583314318159568000,1583314319159461000
b'3503\r\n',1583314319159469000,1583314320159788000
b'3549\r\n',1583314320159802000,1583314321159566000
b'3483\r\n',1583314321159575000,1583314322159436000
b'3418\r\n',1583314322159444000,1583314323159678000
b'3567\r\n',1583314323159688000,1583314324159927000
b'3482\r\n',1583314324159974000,1583314325159639000
b'3536\r\n',1583314325159653000,1583314326159780000
b'3438\r\n',1583314326159795000,1583314327159953000
b'3539\r\n',1583314327159969000,1583314328159914000
b'3482\r\n',1583314328159928000,1583314329159896000
b'3494\r\n',1583314329159910000,1583314330159891000
b'3509\r\n',1583314330159905000,1583314331159902000
b'3504\r\n',1583314331159917000,1583314332159900000
b'3504\r\n',1583314332160016000,1583314333159712000
b'3565\r\n',1583314333159726000,1583314334155105000
b'3374\r\n',1583314334155125000,1583314335159915000
b'3434\r\n',1583314335159929000,1583314336159677000
b'3474\r\n',1583314336159692000,1583314337159863000
b'3552\r\n',1583314337159877000,1583314338159867000
b'3353\r\n',1583314338159880000,1583314339159933000
b'3430\r\n',1583314339159947000,1583314340159887000
b'3489\r\n',1583314340159900000,1583314341159941000
b'3431\r\n',1583314341159955000,1583314342160883000
b'3387\r\n',1583314342160898000,1583314343160957000
b'3538\r\n',1583314343160971000,1583314344159965000
b'3465\r\n',1583314344159980000,1583314345160886000
b'3411\r\n',1583314345160899000,1583314346159890000
b'3430\r\n',1583314346159904000,1583314347161000000
b'3423\r\n',1583314347161014000,1583314348161049000
b'3505\r\n',1583314348161063000,1583314349160976000
b'3515\r\n',1583314349160991000,1583314350161006000
b'3488\r\n',1583314350161021000,1583314351160882000
b'3373\r\n',1583314351160895000,1583314352161033000
b'3472\r\n',1583314352161047000,1583314353160995000
b'3440\r\n',1583314353161009000,1583314354161042000
b'3542\r\n',1583314354161087000,1583314355160654000
b'3434\r\n',1583314355160665000,1583314356161000000
b'3535\r\n',1583314356161015000,1583314357160829000
b'3472\r\n',1583314357160843000,1583314358161006000
b'3440\r\n',1583314358161020000,1583314359160989000
b'3370\r\n',1583314359161003000,1583314360161028000
b'3379\r\n',1583314360161042000,1583314361161028000
b'3522\r\n',1583314361161042000,1583314362160938000
b'3534\r\n',1583314362160952000,1583314363161044000
b'3408\r\n',1583314363161058000,1583314364160968000
b'3383\r\n',1583314364160982000,1583314365161049000
b'3518\r\n',1583314365161063000,1583314366160997000
b'3441\r\n',1583314366161012000,1583314367160933000
b'3407\r\n',1583314367160947000,1583314368161024000
b'3449\r\n',1583314368161038000,1583314369160987000
b'3475\r\n',1583314369161000000,1583314370161068000
b'3457\r\n',1583314370161082000,1583314371161069000
b'3440\r\n',1583314371161084000,1583314372161203000
b'3443\r\n',1583314372161220000,1583314373161085000
b'3444\r\n',1583314373161099000,1583314374160935000
b'3494\r\n',1583314374160948000,1583314375161028000
b'3414\r\n',1583314375161041000,1583314376161133000
b'3482\r\n',1583314376161146000,1583314377161028000
b'3463\r\n',1583314377161041000,1583314378161030000
b'3522\r\n',1583314378161044000,1583314379161032000
b'3520\r\n',1583314379161046000,1583314380161020000
b'3419\r\n',1583314380161034000,1583314381161098000
b'3371\r\n',1583314381161143000,1583314382161042000
b'3355\r\n',1583314382161055000,1583314383161138000
b'3403\r\n',1583314383161152000,1583314384160762000
b'3472\r\n',1583314384160771000,1583314385160767000
b'3399\r\n',1583314385160776000,1583314386160886000
b'3457\r\n',1583314386160899000,1583314387161050000
b'3424\r\n',1583314387161064000,1583314388161088000
b'3415\r\n',1583314388161102000,1583314389161073000
b'3459\r\n',1583314389161088000,1583314390161173000
b'3541\r\n',1583314390161187000,1583314391161169000
b'3456\r\n',1583314391161187000,1583314392161169000
b'3440\r\n',1583314392161183000,1583314393161171000
b'3457\r\n',1583314393161185000,1583314394161019000
b'3504\r\n',1583314394161029000,1583314395161099000
b'3387\r\n',1583314395161113000,1583314396161133000
b'3377\r\n',1583314396161146000,1583314397161128000
b'3403\r\n',1583314397161143000,1583314398161166000
b'3402\r\n',1583314398161181000,1583314399161199000
b'3413\r\n',1583314399161213000,1583314400161144000
b'3529\r\n',1583314400161158000,1583314401161208000
b'3453\r\n',1583314401161223000,1583314402161205000
b'3510\r\n',1583314402161220000,1583314403161243000
b'3456\r\n',1583314403161258000,1583314404161220000
b'3443\r\n',1583314404161235000,1583314405161143000
b'3407\r\n',1583314405161161000,1583314406161222000
b'3467\r\n',1583314406161236000,1583314407161236000
b'3443\r\n',1583314407161251000,1583314408161168000
b'3472\r\n',1583314408161182000,1583314409161159000
b'3397\r\n',1583314409161172000,1583314410161200000
b'3482\r\n',1583314410161214000,1583314411161247000
b'3440\r\n',1583314411161261000,1583314412161185000
b'3440\r\n',1583314412161199000,1583314413161178000
b'3482\r\n',1583314413161223000,1583314414161228000
b'3445\r\n',1583314414161242000,1583314415160918000
b'3504\r\n',1583314415160929000,1583314416161194000
b'3376\r\n',1583314416161208000,1583314417161273000
b'3514\r\n',1583314417161287000,1583314418161210000
b'3397\r\n',1583314418161224000,1583314419161209000
b'3403\r\n',1583314419161223000,1583314420161188000
b'3403\r\n',1583314420161202000,1583314421161290000
b'3393\r\n',1583314421161309000,1583314422161224000
b'3434\r\n',1583314422161239000,1583314423161224000
b'3395\r\n',1583314423161237000,1583314424161300000
b'3451\r\n',1583314424161313000,1583314425161375000
b'3386\r\n',1583314425161388000,1583314426161335000
b'3422\r\n',1583314426161349000,1583314427161244000
b'3470\r\n',1583314427161258000,1583314428161361000
b'3461\r\n',1583314428161374000,1583314429161325000
b'3395\r\n',1583314429161339000,1583314430161329000
b'3419\r\n',1583314430161342000,1583314431161261000
b'3434\r\n',1583314431161307000,1583314432161334000
b'3506\r\n',1583314432161348000,1583314433161262000
b'3435\r\n',1583314433161276000,1583314434161297000
b'3417\r\n',1583314434161312000,1583314435161355000
b'3520\r\n',1583314435161369000,1583314436161353000
b'3472\r\n',1583314436161367000,1583314437160998000
b'3413\r\n',1583314437161006000,1583314438161375000
b'3376\r\n',1583314438161389000,1583314439161505000
b'3408\r\n',1583314439161523000,1583314440161340000
b'3448\r\n',1583314440161354000,1583314441161377000
b'3491\r\n',1583314441161391000,1583314442161385000
b'3380\r\n',1583314442161398000,1583314443161387000
b'3456\r\n',1583314443161401000,1583314444161391000
b'3407\r\n',1583314444161405000,1583314445161037000
b'3410\r\n',1583314445161049000,1583314446161302000
b'3502\r\n',1583314446161315000,1583314447161049000
b'3471\r\n',1583314447161059000,1583314448161406000
b'3380\r\n',1583314448161420000,1583314449161412000
b'3408\r\n',1583314449161425000,1583314450161410000
b'3408\r\n',1583314450161424000,1583314451161352000
b'3409\r\n',1583314451161366000,1583314452161459000
b'3427\r\n',1583314452161472000,1583314453161433000
b'3423\r\n',1583314453161448000,1583314454161428000
b'3418\r\n',1583314454161442000,1583314455161454000
b'3475\r\n',1583314455161468000,1583314456161485000
b'3408\r\n',1583314456161499000,1583314457161570000
b'3398\r\n',1583314457161584000,1583314458161375000
b'3356\r\n',1583314458161390000,1583314459161380000
b'3515\r\n',1583314459161432000,1583314460161460000
b'3407\r\n',1583314460161474000,1583314461161465000
b'3419\r\n',1583314461161478000,1583314462161396000
b'3502\r\n',1583314462161410000,1583314463161429000
b'3377\r\n',1583314463161444000,1583314464161431000
b'3357\r\n',1583314464161445000,1583314465161099000
b'3425\r\n',1583314465161108000,1583314466161488000
b'3425\r\n',1583314466161502000,1583314467161085000
b'3497\r\n',1583314467161093000,1583314468161309000
b'3373\r\n',1583314468161322000,1583314469161505000
b'3390\r\n',1583314469161520000,1583314470161435000
b'3409\r\n',1583314470161448000,1583314471161513000
b'3426\r\n',1583314471161526000,1583314472161433000
b'3355\r\n',1583314472161446000,1583314473161520000
b'3414\r\n',1583314473161534000,1583314474161525000
b'3363\r\n',1583314474161538000,1583314475161593000
b'3387\r\n',1583314475161611000,1583314476161534000
b'3426\r\n',1583314476161549000,1583314477161493000
b'3376\r\n',1583314477161507000,1583314478161302000
b'3503\r\n',1583314478161316000,1583314479161544000
b'3506\r\n',1583314479161558000,1583314480161507000
b'3390\r\n',1583314480161521000,1583314481161555000
b'3376\r\n',1583314481161572000,1583314482161480000
b'3509\r\n',1583314482161494000,1583314483161555000
b'3504\r\n',1583314483161569000,1583314484161561000
b'3460\r\n',1583314484161575000,1583314485161612000
b'3374\r\n',1583314485161626000,1583314486161609000
b'3402\r\n',1583314486161623000,1583314487161607000
b'3425\r\n',1583314487161620000,1583314488162461000
b'3363\r\n',1583314488162475000,1583314489161516000
b'3494\r\n',1583314489161530000,1583314490162556000
b'3489\r\n',1583314490162701000,1583314491161629000
b'3490\r\n',1583314491161643000,1583314492162675000
b'3361\r\n',1583314492162692000,1583314493161596000
b'3401\r\n',1583314493161610000,1583314494161658000
b'3404\r\n',1583314494161672000,1583314495161622000
b'3366\r\n',1583314495161636000,1583314496162620000
b'3430\r\n',1583314496162634000,1583314497162618000
b'3399\r\n',1583314497162632000,1583314498162648000
b'3363\r\n',1583314498162662000,1583314499161628000
b'3341\r\n',1583314499161643000,1583314500161664000
b'3361\r\n',1583314500161678000,1583314501162644000
b'3372\r\n',1583314501162659000,1583314502162576000
b'3465\r\n',1583314502162590000,1583314503162641000
b'3371\r\n',1583314503162656000,1583314504162653000
b'3354\r\n',1583314504162667000,1583314505162325000
b'3349\r\n',1583314505162335000,1583314506162561000
b'3398\r\n',1583314506162575000,1583314507162699000
b'3447\r\n',1583314507162714000,1583314508162696000
b'3409\r\n',1583314508162710000,1583314509162672000
b'3373\r\n',1583314509162687000,1583314510162606000
b'3391\r\n',1583314510162620000,1583314511162612000
b'3456\r\n',1583314511162627000,1583314512162685000
b'3399\r\n',1583314512162699000,1583314513162687000
b'3472\r\n',1583314513162702000,1583314514162696000
b'3379\r\n',1583314514162710000,1583314515162693000
b'3351\r\n',1583314515162707000,1583314516162767000
b'3501\r\n',1583314516162782000,1583314517162712000
b'3406\r\n',1583314517162727000,1583314518162707000
b'3344\r\n',1583314518162722000,1583314519162716000
b'3318\r\n',1583314519162730000,1583314520162670000
b'3413\r\n',1583314520162683000,1583314521162657000
b'3403\r\n',1583314521162671000,1583314522162727000
b'3423\r\n',1583314522162742000,1583314523162663000
b'3470\r\n',1583314523162677000,1583314524162702000
b'3313\r\n',1583314524162717000,1583314525162673000
b'3477\r\n',1583314525162688000,1583314526162753000
b'3354\r\n',1583314526162768000,1583314527162785000
b'3399\r\n',1583314527162798000,1583314528162777000
b'3411\r\n',1583314528162790000,1583314529162765000
b'3473\r\n',1583314529162779000,1583314530162767000
b'3493\r\n',1583314530162782000,1583314531162929000
b'3425\r\n',1583314531162943000,1583314532162770000
b'3413\r\n',1583314532162784000,1583314533162772000
b'3355\r\n',1583314533162786000,1583314534162714000
b'3351\r\n',1583314534162729000,1583314535162439000
b'3363\r\n',1583314535162450000,1583314536162838000
b'3398\r\n',1583314536162852000,1583314537162794000
b'3323\r\n',1583314537162809000,1583314538162814000
b'3354\r\n',1583314538162827000,1583314539162806000
b'3363\r\n',1583314539162820000,1583314540162841000
b'3481\r\n',1583314540162855000,1583314541162825000
b'3411\r\n',1583314541162838000,1583314542162630000
b'3424\r\n',1583314542162644000,1583314543162765000
b'3403\r\n',1583314543162779000,1583314544162758000
b'3472\r\n',1583314544162772000,1583314545162859000
b'3431\r\n',1583314545162873000,1583314546162903000
b'3325\r\n',1583314546162916000,1583314547162848000
b'3429\r\n',1583314547162862000,1583314548162558000
b'3389\r\n',1583314548162573000,1583314549162843000
b'3391\r\n',1583314549162863000,1583314550162813000
b'3370\r\n',1583314550162827000,1583314551162856000
b'3351\r\n',1583314551162870000,1583314552162781000
b'3353\r\n',1583314552162794000,1583314553162678000
b'3419\r\n',1583314553162692000,1583314554162827000
b'3403\r\n',1583314554162841000,1583314555162877000
b'3355\r\n',1583314555162891000,1583314556162882000
b'3322\r\n',1583314556162896000,1583314557162815000
b'3369\r\n',1583314557162829000,1583314558162882000
b'3349\r\n',1583314558162896000,1583314559162896000
b'3355\r\n',1583314559162911000,1583314560162855000
b'3356\r\n',1583314560162869000,1583314561162934000
b'3362\r\n',1583314561162947000,1583314562162903000
b'3366\r\n',1583314562162918000,1583314563162876000
b'3345\r\n',1583314563162895000,1583314564162839000
b'3382\r\n',1583314564162854000,1583314565162556000
b'3455\r\n',1583314565162567000,1583314566162627000
b'3374\r\n',1583314566162636000,1583314567162935000
